bond_id,name,meeting_date,before_price,after_price,T+0,T+1,T+2,T+3,T+4,T+5,T+6,T+7,T+8,T+9,T+10,T+11,T+12,T+13,T+14,T+15,T+16,T+17,T+18,T+19,T+20,T+21,T+22,T+23,T+24,T+25,T+26,T+27,T+28,T+29,T+30,T+31,T+32,T+33,T+34,T+35,T+36,T+37,T+38,T+39,T+40,T+41,T+42,T+43,T+44,T+45,T+46,T+47,T+48,T+49,T+50,T+51,T+52,T+53,T+54,T+55,T+56,T+57,T+58,T+59,T+60
123145,药石转债,2024-05-27,81.440,34.200,113.57,118.4,118.0,118.18,119.53,118.54,119.39,119.52,118.33,118.6,119.18,121.99,121.98,119.92,118.99,119.42,118.53,116.62,115.55,114.9,113.5,114.87,113.24,113.19,115.27,115.93,114.01,112.36,114.65,114.5,114.48,114.78,117.24,116.43,116.56,115.94,115.19,116.6,118.0,116.9,114.5,111.1,110.54,112.0,111.0,110.85,113.76,116.09,116.27,114.31,115.49,115.54,114.21,113.23,113.4,114.07,111.84,111.71,109.14,107.54,104.59
127061,美锦转债,2024-06-25,12.930,5.260,95.9,97.97,97.45,96.79,96.86,96.66,96.79,95.91,95.76,93.75,93.22,89.07,92.67,91.5,90.45,91.23,91.82,90.92,91.55,90.8,89.1,86.88,87.0,87.86,87.35,85.62,88.15,88.49,89.44,88.6,89.9,90.24,91.06,91.18,91.5,88.73,87.25,87.1,84.86,85.17,84.24,83.7,83.05,82.17,83.16,82.06,81.0,82.62,84.2,83.5,84.13,83.96,85.0,85.74,84.5,84.2,84.13,84.48,83.65,83.32,85.25
113058,友发转债,2024-07-10,6.290,5.070,109.12,109.35,110.24,111.48,112.62,111.86,113.15,113.13,112.48,110.9,109.8,108.48,111.74,113.73,113.54,114.8,114.76,113.98,113.9,114.82,115.62,114.92,113.6,112.19,112.95,112.15,109.92,105.89,106.81,105.76,105.95,105.2,106.05,107.59,108.04,109.47,109.47,110.13,109.72,109.18,109.93,110.48,109.89,109.9,109.21,108.88,109.05,108.56,108.34,109.0,109.13,109.68,113.07,113.09,114.89,115.83,120.58,123.26,115.38,114.98,113.82
113643,风语转债,2025-05-07,15.030,12.020,123.32,123.0,122.01,122.82,122.65,121.76,120.19,120.14,120.59,120.98,121.05,119.85,119.38,119.62,118.96,119.04,121.0,119.87,120.39,120.85,121.24,121.6,122.2,121.43,122.19,121.02,119.8,120.23,119.7,119.26,118.83,118.52,119.12,119.74,120.39,120.61,121.14,122.46,122.7,121.48,122.33,121.98,122.2,122.85,123.94,123.56,124.13,122.54,122.26,122.8,123.22,123.53,125.2,126.08,126.78,126.96,127.91,126.54,126.26,126.32,125.79
118007,山石转债,2025-07-14,24.520,16.500,128.87,132.62,135.86,136.96,135.82,136.52,136.76,136.28,136.46,136.76,136.7,136.1,136.25,135.0,137.6,141.89,140.92,142.13,145.56,144.09,146.3,144.82,144.78,143.96,145.14,146.56,146.63,147.08,149.66,152.26,151.83,150.35,145.14,143.99,140.7,139.75,137.61,137.42,136.99,140.99,142.55,140.19,139.93,144.25,142.5,140.87,140.77,140.44,140.8,139.12,139.57,138.04,140.16,140.45,139.29,140.82,142.8,143.9,140.89,141.2,138.72
118006,阿拉转债,2025-03-24,19.890,16.170,124.53,123.25,124.8,124.74,123.85,123.16,124.46,125.52,124.25,118.36,119.38,121.37,123.47,124.69,124.33,123.59,123.04,124.94,124.82,126.47,128.74,127.02,126.48,125.2,127.13,127.05,127.61,128.08,127.56,128.05,126.6,125.25,124.84,124.44,124.09,123.97,123.82,124.58,124.56,123.92,123.54,122.67,121.69,121.54,122.8,122.84,123.44,123.87,124.5,123.6,124.05,123.34,123.8,124.09,123.68,123.63,123.68,123.16,122.4,122.38,122.99
111003,聚合转债,2024-11-07,13.930,11.500,122.56,121.36,122.96,122.33,122.3,121.55,120.12,118.95,120.31,120.82,121.7,119.81,121.57,122.47,122.53,123.09,124.3,124.76,126.72,124.52,124.54,126.1,127.62,128.29,128.84,128.96,127.16,125.22,124.14,124.61,123.49,124.54,122.99,124.19,123.72,125.28,125.92,126.01,126.19,124.7,124.5,123.37,124.98,124.29,124.54,124.94,124.46,125.95,126.61,125.62,126.19,127.22,127.76,128.71,128.02,128.38,128.47,128.74,128.98,129.29,128.81
113641,华友转债,2024-10-10,44.110,35.000,105.68,103.42,106.92,106.32,107.47,107.76,108.91,111.52,111.5,111.69,110.71,113.83,113.43,112.83,111.48,111.75,112.48,112.57,116.15,118.23,117.74,118.05,119.38,119.78,118.38,115.35,113.48,112.87,115.94,115.63,115.36,114.1,113.45,113.07,113.78,113.52,114.19,115.1,114.93,113.83,114.0,114.78,115.91,116.89,117.81,118.78,116.4,114.35,114.19,114.62,114.37,114.55,114.22,114.37,113.55,113.83,114.02,114.83,113.94,112.05,112.0
113640,苏利转债,2024-07-18,19.110,17.200,92.51,92.2,91.97,89.78,88.83,87.4,89.23,89.4,89.56,93.0,93.0,92.51,91.49,90.28,89.4,90.74,90.51,90.73,91.48,90.65,90.35,88.0,87.79,86.81,86.58,86.67,86.8,86.92,87.37,87.36,88.09,89.32,89.26,89.09,89.16,91.16,90.66,90.51,90.35,89.81,90.14,89.91,89.51,89.61,89.21,89.53,90.81,91.43,92.2,93.23,95.12,97.0,95.66,95.91,93.83,94.6,95.08,95.57,95.14,95.82,97.28
113053,隆22转债,2025-03-07,58.280,17.500,120.13,123.79,124.33,124.27,124.27,125.8,125.07,125.93,124.01,123.96,122.53,121.52,122.46,123.05,122.86,122.82,120.64,120.5,121.0,120.22,113.35,115.22,116.04,117.84,115.99,116.01,115.6,113.96,115.04,115.72,115.8,115.12,115.87,115.53,116.07,115.22,115.29,114.81,116.68,116.35,117.38,116.85,118.1,117.65,117.54,116.34,115.81,116.66,116.9,117.4,117.3,117.36,116.79,115.8,116.51,117.1,116.62,116.49,116.91,117.4,117.85
127053,豪美转债,2023-05-12,21.290,17.970,118.3,117.92,118.56,119.36,120.0,120.2,120.3,118.6,118.0,118.18,120.13,119.41,120.3,119.03,119.43,120.93,120.55,120.16,119.67,119.44,120.0,120.0,119.84,121.56,122.33,122.44,122.33,122.56,122.42,121.37,121.13,122.55,122.22,122.85,124.8,123.7,126.25,125.5,126.0,125.35,125.37,125.25,126.6,126.4,126.58,127.32,127.3,126.7,127.13,126.57,128.18,126.95,127.8,127.83,128.45,127.5,128.37,128.47,128.16,126.87,126.05
123135,泰林转债,2024-03-11,25.300,16.500,124.9,130.38,128.99,131.4,131.8,133.05,133.58,134.55,133.1,131.9,130.5,130.01,135.5,134.0,135.3,140.23,137.77,135.8,132.3,136.16,133.35,132.71,132.83,126.0,120.5,125.5,124.47,122.56,121.44,123.1,125.1,126.24,127.46,128.6,133.33,134.19,135.9,149.5,167.0,166.6,163.5,147.38,142.0,140.45,138.29,141.6,137.89,138.4,137.15,136.8,137.2,137.25,135.6,135.0,135.98,135.32,133.04,131.8,129.3,130.5,131.24
113636,甬金转债,2023-08-15,34.570,27.660,123.94,118.89,119.83,119.6,119.17,117.8,117.22,117.76,117.07,118.22,120.52,119.05,118.9,120.05,121.54,120.48,121.05,118.62,118.12,118.01,118.5,117.42,117.38,117.38,117.57,117.62,117.43,117.26,117.97,117.88,117.19,118.23,118.5,118.08,117.34,117.0,118.86,118.04,116.44,116.22,115.39,114.72,113.89,112.7,114.04,115.23,114.32,117.49,117.35,117.52,116.58,116.06,116.31,117.7,118.02,116.36,116.81,116.5,116.56,116.78,121.63
127052,西子转债,2024-06-25,18.600,11.200,111.0,112.02,111.92,113.01,113.66,113.53,112.78,110.36,110.9,109.5,110.81,110.27,111.68,115.01,112.88,112.02,110.95,110.95,111.8,112.4,110.4,108.01,108.42,110.99,109.7,109.75,112.9,113.61,112.17,109.42,109.81,111.08,110.48,110.4,109.63,109.72,108.79,107.28,104.57,105.79,104.08,104.47,104.12,103.8,106.21,105.89,106.47,109.88,111.4,109.52,109.78,110.01,110.3,109.88,108.91,108.1,107.25,107.6,106.65,105.47,106.41
123132,回盛转债,2024-08-14,27.450,15.000,99.4,91.42,90.67,90.6,90.5,90.16,90.5,90.54,91.4,91.32,91.2,91.38,92.18,91.3,91.54,91.88,92.55,92.53,92.2,92.29,92.15,92.1,91.3,91.02,91.05,90.46,90.44,91.73,92.98,93.86,95.66,97.61,101.1,95.32,94.71,93.77,95.05,95.99,96.81,96.33,96.9,99.84,99.79,100.88,100.43,101.89,105.78,104.0,103.59,103.6,103.44,104.01,104.57,105.12,107.1,106.8,108.58,108.7,109.23,107.7,106.9
113632,鹤21转债,2023-08-31,26.920,19.840,120.27,123.77,124.48,123.82,124.66,123.57,123.48,123.9,123.67,122.74,122.1,122.03,122.82,123.08,123.11,122.64,123.82,122.91,123.55,123.38,123.38,123.36,123.11,122.49,123.13,122.16,119.67,119.21,118.05,117.5,116.14,114.99,118.6,118.31,118.28,119.97,122.13,119.22,120.2,120.15,121.2,122.53,121.69,120.58,120.65,121.58,121.19,122.2,122.33,121.63,120.04,119.94,119.32,118.18,118.0,117.51,116.99,117.12,116.66,116.75,116.68
118003,华兴转债,2024-03-08,30.430,26.360,120.62,122.3,123.5,124.2,123.14,124.43,125.72,126.31,126.5,125.73,125.5,123.63,121.48,118.66,119.8,119.71,121.63,121.07,120.51,117.79,119.0,118.39,118.72,118.89,117.43,114.95,116.17,117.29,116.0,115.45,115.8,117.0,117.06,120.16,122.34,121.41,122.46,122.05,120.72,121.42,119.5,119.36,120.58,118.88,118.84,118.66,119.14,118.9,121.06,120.57,119.22,120.62,119.9,119.41,119.88,120.7,121.2,120.88,120.35,120.52,119.37
127051,博杰转债,2024-08-12,61.890,26.820,108.3,111.9,113.5,113.4,112.98,113.03,110.96,111.36,110.25,110.64,112.7,111.01,111.26,113.04,116.34,115.75,116.16,115.0,116.9,115.43,112.66,111.5,110.96,110.12,109.08,107.84,108.65,107.9,107.89,110.81,111.7,114.0,116.59,120.7,125.4,116.0,119.11,116.02,117.96,118.52,118.94,118.19,121.8,122.83,122.95,122.96,121.37,122.79,122.99,121.54,120.61,120.6,117.9,120.5,121.99,122.65,123.26,122.26,124.91,123.9,123.8
123130,设研转债,2024-10-11,8.760,8.050,113.0,117.36,117.98,118.76,118.4,120.2,121.0,120.07,120.0,117.86,119.61,121.0,118.57,118.25,117.14,115.54,115.53,117.58,118.36,120.48,118.88,121.5,120.0,119.31,118.0,116.75,116.56,117.91,118.2,117.26,115.5,115.42,115.9,115.67,117.18,118.0,119.03,120.0,118.5,119.32,120.0,120.11,120.96,121.83,123.8,122.96,120.8,119.64,119.58,119.06,119.46,117.88,118.16,117.46,117.4,118.67,117.0,115.39,114.87,114.6,114.26
127049,希望转2,2023-12-27,14.390,10.600,101.8,103.55,104.42,104.72,104.0,103.35,102.92,101.95,101.6,101.34,101.52,101.88,101.73,101.4,100.49,100.31,100.57,99.58,99.91,99.93,100.34,100.99,100.15,99.55,99.1,99.57,99.8,98.87,99.41,98.41,99.12,98.96,99.85,100.7,100.85,100.86,100.52,100.5,99.81,100.06,100.21,100.03,100.4,100.4,100.12,99.91,100.51,100.87,100.74,100.68,100.81,101.6,103.15,103.51,104.79,103.67,102.73,103.17,103.01,103.1,103.49
123128,首华转债,2025-05-06,19.610,12.150,104.92,104.42,105.3,104.9,105.01,105.16,104.63,104.55,105.97,107.0,107.35,107.1,106.33,105.5,105.1,105.02,104.97,106.01,105.8,105.96,106.53,106.55,107.06,108.0,107.15,107.29,107.18,110.1,110.8,114.39,113.21,118.6,118.8,120.7,113.04,114.29,114.85,114.15,114.98,115.5,114.36,115.35,115.03,114.38,116.3,115.44,116.2,116.6,117.6,116.17,116.4,117.56,117.46,118.66,119.48,119.0,121.3,121.36,119.64,119.8,121.87
