trade_date,n_bonds,valid_returns,min_bond_return,median_bond_return,drop_share_0p03,drop_share_0p05,drop_share_0p07,missing_return_ratio
20190220,120,120,-0.022000353419332153,0.0002766418004047644,0.0,0.0,0.0,0.0
20190221,121,120,-0.033519553072625774,0.001740314096290052,0.008264462809917356,0.0,0.0,0.008264462809917328
20190222,121,121,-0.012014863748967763,0.008018699477323699,0.0,0.0,0.0,0.0
20190225,121,121,-0.008217913204062843,0.018369585084993645,0.0,0.0,0.0,0.0
20190226,121,121,-0.2633658536585366,-0.0023948654085640397,0.049586776859504134,0.01652892561983471,0.01652892561983471,0.0
20190227,121,121,-0.05552676390019995,-0.0036862961938992633,0.05785123966942149,0.01652892561983471,0.0,0.0
20190228,121,121,-0.034480220791168414,0.0011385489719573094,0.008264462809917356,0.0,0.0,0.0
20190301,121,121,-0.10611604809200215,0.002392574474221032,0.008264462809917356,0.008264462809917356,0.008264462809917356,0.0
20190304,121,121,-0.0070399476096921765,0.007360157016683022,0.0,0.0,0.0,0.0
20190305,120,120,-0.016856231077653105,0.011685956531715669,0.0,0.0,0.0,0.0
20190306,121,121,-0.02187574576406015,0.007824308704543315,0.0,0.0,0.0,0.0
20190307,122,121,-0.03922478222772019,-0.001598459316321632,0.02459016393442623,0.0,0.0,0.008196721311475419
20190308,122,122,-0.11425965665236049,-0.019043354260089684,0.1721311475409836,0.09836065573770492,0.03278688524590164,0.0
20190311,122,122,-0.04905755637832376,0.017814479249342208,0.01639344262295082,0.0,0.0,0.0
20190312,122,122,-0.033169533169533194,0.008140551534984719,0.00819672131147541,0.0,0.0,0.0
20190313,122,122,-0.07691497975708494,-0.007876332965618682,0.13934426229508196,0.01639344262295082,0.00819672131147541,0.0
20190314,123,122,-0.16541176470588237,-0.015746429993741873,0.2032520325203252,0.07317073170731707,0.024390243902439025,0.008130081300813052
20190315,123,123,-0.016142735768904015,0.0057088487155090295,0.0,0.0,0.0,0.0
20190318,123,123,-0.12248520710059163,0.01674780915287233,0.008130081300813009,0.008130081300813009,0.008130081300813009,0.0
20190319,124,123,-0.060013486176668907,0.003954750298905463,0.008064516129032258,0.008064516129032258,0.0,0.008064516129032251
20190320,124,123,-0.034628099173553695,-0.0028861290886829094,0.016129032258064516,0.0,0.0,0.008064516129032251
20190321,124,124,-0.02138151617163242,0.008344917612659541,0.0,0.0,0.0,0.0
20190322,127,124,-0.051638065522620846,-0.001347184239481436,0.031496062992125984,0.007874015748031496,0.0,0.023622047244094446
20190325,128,127,-0.07313724454771076,-0.008645756600628052,0.0859375,0.03125,0.0078125,0.0078125
20190326,128,128,-0.08107338195077496,-0.02190974410403873,0.25,0.0390625,0.0078125,0.0
20190327,128,128,-0.034213362068965414,-4.672897196300596e-06,0.0078125,0.0,0.0,0.0
20190328,129,128,-0.11298245614035085,-0.0027560043652522515,0.031007751937984496,0.007751937984496124,0.007751937984496124,0.007751937984496138
20190329,131,129,-0.058544303797468444,0.016435493064791862,0.007633587786259542,0.007633587786259542,0.0,0.01526717557251911
20190401,131,131,-0.00622321594931996,0.021615181686664986,0.0,0.0,0.0,0.0
20190402,134,131,-0.07895532646048109,0.003985828166519045,0.007462686567164179,0.007462686567164179,0.007462686567164179,0.02238805970149249
20190403,136,134,-0.021260005410480343,0.0017943143501635284,0.0,0.0,0.0,0.014705882352941124
20190404,138,136,-0.026489533011272215,0.0013613797506962788,0.0,0.0,0.0,0.01449275362318836
20190408,138,137,-0.09833671914677511,-0.008341597153357139,0.07246376811594203,0.007246376811594203,0.007246376811594203,0.007246376811594235
20190409,137,137,-0.1276286393134508,-0.002636363636363659,0.058394160583941604,0.043795620437956206,0.0364963503649635,0.0
20190410,139,137,-0.050638768419979385,-0.006184487077040779,0.02877697841726619,0.007194244604316547,0.0,0.014388489208633115
20190411,138,138,-0.07983950212905344,-0.011945038350933246,0.13768115942028986,0.036231884057971016,0.007246376811594203,0.0
20190412,138,138,-0.03576993908485626,-0.0006081966645420378,0.007246376811594203,0.0,0.0,0.0
20190415,139,138,-0.06866614048934494,-0.0065415513211086185,0.03597122302158273,0.02158273381294964,0.0,0.007194244604316502
20190416,141,139,-0.02287104256408712,0.0,0.0,0.0,0.0,0.014184397163120588
20190417,143,142,-0.04944093339815259,0.00047291274150651486,0.013986013986013986,0.0,0.0,0.006993006993006978
20190418,144,143,-0.0948294388171751,-0.0008849557522123686,0.020833333333333332,0.013888888888888888,0.006944444444444444,0.00694444444444442
20190419,145,144,-0.05998252164932083,0.0009518015170999483,0.006896551724137931,0.006896551724137931,0.0,0.006896551724137945
20190422,147,146,-0.041101055806938125,-0.01091103750733502,0.027210884353741496,0.0,0.0,0.006802721088435382
20190423,147,147,-0.2073507124331797,-0.010320287973780373,0.08843537414965986,0.034013605442176874,0.02040816326530612,0.0
20190424,151,146,-0.1093397661125386,-0.004034123454294325,0.013245033112582781,0.013245033112582781,0.013245033112582781,0.0331125827814569
20190425,152,152,-0.11035050697411075,-0.018397218737816023,0.23026315789473684,0.05263157894736842,0.02631578947368421,0.0
20190426,153,152,-0.0815793151642209,-0.007902015146508512,0.0457516339869281,0.013071895424836602,0.013071895424836602,0.006535947712418277
20190429,151,151,-0.1337452229299363,-0.007547169811320753,0.17218543046357615,0.08609271523178808,0.046357615894039736,0.0
20190430,154,151,-0.05573338354358892,0.005950019833399489,0.012987012987012988,0.012987012987012988,0.0,0.01948051948051943
20190506,154,154,-0.11671651711532072,-0.02841663521466148,0.461038961038961,0.14935064935064934,0.06493506493506493,0.0
20190507,156,154,-0.15097961532293813,0.004433047799161871,0.00641025641025641,0.00641025641025641,0.00641025641025641,0.012820512820512775
20190508,158,156,-0.08888901233813495,0.0027648752314458624,0.012658227848101266,0.006329113924050633,0.006329113924050633,0.012658227848101222
20190509,158,158,-0.10626319493314573,0.0018669124418936311,0.02531645569620253,0.0189873417721519,0.006329113924050633,0.0
20190510,159,158,-0.0031809260458866007,0.015664040794538536,0.0,0.0,0.0,0.0062893081761006275
20190513,158,158,-0.09791529101028218,-0.0036784535687141573,0.02531645569620253,0.006329113924050633,0.006329113924050633,0.0
20190514,159,158,-0.02379556186537468,4.513042693377045e-05,0.0,0.0,0.0,0.0062893081761006275
20190515,159,159,-0.0010941211005256468,0.008731190785807197,0.0,0.0,0.0,0.0
20190516,160,159,-0.028247650635710442,0.002188552188552295,0.0,0.0,0.0,0.006249999999999978
20190517,160,159,-0.08299675749473812,-0.012788632326820593,0.10625,0.025,0.00625,0.006249999999999978
20190520,160,160,-0.09073094258279457,-0.004587981623157933,0.03125,0.0125,0.00625,0.0
20190521,160,160,-0.040425730557370865,0.0047359867499061625,0.00625,0.0,0.0,0.0
20190522,160,160,-0.04216366158113716,-0.0006334690206275528,0.0125,0.0,0.0,0.0
20190523,160,160,-0.07650727650727651,-0.004815470795155208,0.0375,0.025,0.0125,0.0
20190524,160,160,-0.05475011256190898,-0.000807652248233981,0.00625,0.00625,0.0,0.0
20190527,160,160,-0.02771383850474174,0.0011430819377317158,0.0,0.0,0.0,0.0
20190528,160,160,-0.0279442508710801,-0.00019881791270748295,0.0,0.0,0.0,0.0
20190529,160,160,-0.015092392833692903,-0.00034186591917712006,0.0,0.0,0.0,0.0
20190530,160,160,-0.2369836695485109,-0.004190863216899876,0.01875,0.00625,0.00625,0.0
20190531,160,160,-0.09813672415963748,-0.0011141508437622072,0.0125,0.00625,0.00625,0.0
20190603,160,159,-0.09103448275862058,-0.006289370078740086,0.05,0.01875,0.0125,0.006249999999999978
20190604,160,160,-0.063575791227096,-0.006541194496114122,0.05625,0.00625,0.0,0.0
20190605,160,160,-0.044265593561368166,-0.0010558985134126453,0.0125,0.0,0.0,0.0
20190606,160,160,-0.18237920826852638,-0.006109796636212139,0.06875,0.0375,0.00625,0.0
20190610,160,160,-0.014531701005275122,0.0020117054682188273,0.0,0.0,0.0,0.0
20190611,160,160,-0.028839020771513346,0.014135435541350327,0.0,0.0,0.0,0.0
20190612,160,160,-0.09931506849315064,-0.0026761713981991453,0.01875,0.0125,0.00625,0.0
20190613,160,160,-0.04744916161255808,-0.0010023823257385156,0.00625,0.0,0.0,0.0
20190614,160,160,-0.06962762356127283,-0.005395094158901381,0.03125,0.0125,0.0,0.0
20190617,159,159,-0.03466703357182155,-0.0014674232048523805,0.006289308176100629,0.0,0.0,0.0
20190618,160,160,-0.02665774890120387,-0.0009922523582551745,0.0,0.0,0.0,0.0
20190619,160,160,-0.05171416045594035,0.0040712998508265485,0.00625,0.00625,0.0,0.0
20190620,160,160,-0.018159100374843806,0.00901916124367319,0.0,0.0,0.0,0.0
20190621,160,160,-0.03700943864878303,0.009435953622247695,0.00625,0.0,0.0,0.0
20190624,161,160,-0.07399463806970508,-0.001077955585188084,0.006211180124223602,0.006211180124223602,0.006211180124223602,0.006211180124223614
20190625,161,161,-0.055702492586358954,-0.0043208716888971654,0.024844720496894408,0.006211180124223602,0.0,0.0
20190626,161,161,-0.05538321167883209,0.0015886365760209298,0.006211180124223602,0.006211180124223602,0.0,0.0
20190627,162,162,-0.09736753290583866,0.00386444012228615,0.012345679012345678,0.006172839506172839,0.006172839506172839,0.0
20190628,162,162,-0.03897995667842724,-0.0019965056201103337,0.018518518518518517,0.0,0.0,0.0
20190701,164,162,-0.004034230878174783,0.010437592791023631,0.0,0.0,0.0,0.012195121951219523
20190702,164,164,-0.28163732944484954,0.0027509887611778527,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.0
20190703,164,164,-0.08837175583587065,-0.0022940251128025224,0.042682926829268296,0.012195121951219513,0.006097560975609756,0.0
20190704,165,164,-0.044195019291476734,-0.00015583662314899716,0.01818181818181818,0.0,0.0,0.0060606060606061
20190705,165,164,-0.125,0.00028856098078611225,0.030303030303030304,0.012121212121212121,0.006060606060606061,0.0060606060606061
20190708,166,165,-0.07172624288313667,-0.010836624116080551,0.060240963855421686,0.018072289156626505,0.006024096385542169,0.0060240963855421326
20190709,166,166,-0.06105202879581151,0.0,0.012048192771084338,0.006024096385542169,0.0,0.0
20190710,167,166,-0.05289686971962093,-0.0011464988219075933,0.023952095808383235,0.005988023952095809,0.0,0.005988023952095856
20190711,168,167,-0.03973296871229792,9.66099566235279e-06,0.005952380952380952,0.0,0.0,0.005952380952380931
20190712,168,168,-0.05516798973618797,0.0008921534680998988,0.005952380952380952,0.005952380952380952,0.0,0.0
20190715,169,168,-0.01830443159922923,0.00044685881056916177,0.0,0.0,0.0,0.00591715976331364
20190716,169,169,-0.01930118361670108,0.0003903962521960569,0.0,0.0,0.0,0.0
20190717,168,168,-0.01127846384467135,0.001155964664781961,0.0,0.0,0.0,0.0
20190718,168,168,-0.047331093691675874,-0.003602732450792734,0.03571428571428571,0.0,0.0,0.0
20190719,168,168,-0.01869158878504662,0.0009814487879251654,0.0,0.0,0.0,0.0
20190722,169,168,-0.0758451285561843,-0.004761457182545503,0.05917159763313609,0.011834319526627219,0.005917159763313609,0.00591715976331364
20190723,169,168,-0.011658767772511847,0.0008210435611134548,0.0,0.0,0.0,0.00591715976331364
20190724,169,169,-0.02895111532985284,0.0015484793139046715,0.0,0.0,0.0,0.0
20190725,169,169,-0.01079894644424928,0.0019996000799840097,0.0,0.0,0.0,0.0
20190726,170,169,-0.018349079236916643,0.0028889806025587106,0.0,0.0,0.0,0.00588235294117645
20190729,170,170,-0.02071251035625521,0.00021571520094099128,0.0,0.0,0.0,0.0
20190730,170,170,-0.05368516833484993,0.004026106725424361,0.0058823529411764705,0.0058823529411764705,0.0,0.0
20190731,171,171,-0.038376383763837674,0.0002343155058286417,0.005847953216374269,0.0,0.0,0.0
20190801,170,170,-0.042289368922534654,-0.0016617283246542769,0.0058823529411764705,0.0,0.0,0.0
20190802,171,171,-0.05553662691652472,-0.003364171572750263,0.023391812865497075,0.005847953216374269,0.0,0.0
20190805,172,171,-0.08508999903744352,-0.003919263178522536,0.01744186046511628,0.005813953488372093,0.005813953488372093,0.005813953488372103
20190806,172,172,-0.07293899128446912,-0.0058040963190703065,0.046511627906976744,0.023255813953488372,0.005813953488372093,0.0
20190807,172,172,-0.03265832997176277,0.0013777039379098133,0.005813953488372093,0.0,0.0,0.0
20190808,172,172,-0.057340946166394846,0.0017732031280071059,0.011627906976744186,0.005813953488372093,0.0,0.0
20190809,172,172,-0.03546829229673032,-0.0003980968005609098,0.01744186046511628,0.0,0.0,0.0
20190812,172,172,-0.014021464095628655,0.0019754969788815524,0.0,0.0,0.0,0.0
20190813,173,172,-0.02324324324324334,-0.0006551480285049149,0.0,0.0,0.0,0.005780346820809301
20190814,173,173,-0.032967254408060476,0.0007030229988953529,0.005780346820809248,0.0,0.0,0.0
20190815,173,173,-0.025826216115855893,0.0,0.0,0.0,0.0,0.0
20190816,173,173,-0.016785312851255063,0.0021964229683086867,0.0,0.0,0.0,0.0
20190819,173,173,-0.012794820410050867,0.00858409584001496,0.0,0.0,0.0,0.0
20190820,173,173,-0.07776946107784433,0.0006446730386522326,0.017341040462427744,0.017341040462427744,0.005780346820809248,0.0
20190821,173,173,-0.11101156540153112,-9.551098376314737e-05,0.023121387283236993,0.005780346820809248,0.005780346820809248,0.0
20190822,172,172,-0.037187288708586896,-0.00037609220406875643,0.005813953488372093,0.0,0.0,0.0
20190823,173,172,-0.043805309734513354,0.0005733097817106625,0.011560693641618497,0.0,0.0,0.005780346820809301
20190826,173,173,-0.03777980350450727,-0.003486160997253296,0.005780346820809248,0.0,0.0,0.0
20190827,173,173,-0.020931802835921665,0.005384385282680038,0.0,0.0,0.0,0.0
20190828,173,173,-0.03141884816753926,0.00047750931143175634,0.005780346820809248,0.0,0.0,0.0
20190829,173,173,-0.021001494768310924,-0.0005564777786161157,0.0,0.0,0.0,0.0
20190830,173,173,-0.041339691360342434,-0.0012668095887742314,0.023121387283236993,0.0,0.0,0.0
20190902,173,173,-0.005892011977204681,0.0035547240411599734,0.0,0.0,0.0,0.0
20190903,173,173,-0.09423456442063716,0.0003399915002124665,0.005780346820809248,0.005780346820809248,0.005780346820809248,0.0
20190904,173,172,-0.0242447392180013,0.0005012808365794097,0.0,0.0,0.0,0.005780346820809301
20190905,173,173,-0.015395141977420423,0.0061570921645728305,0.0,0.0,0.0,0.0
20190906,173,173,-0.026022304832713727,0.0033970856102003566,0.0,0.0,0.0,0.0
20190909,173,173,-0.014063777596075244,0.007643864162355962,0.0,0.0,0.0,0.0
20190910,174,173,-0.0377567550055079,0.0006014189728891228,0.017241379310344827,0.0,0.0,0.005747126436781658
20190911,175,174,-0.03758799309337246,-0.002107403329130675,0.022857142857142857,0.0,0.0,0.005714285714285672
20190912,176,175,-0.046599999999999975,0.0,0.011363636363636364,0.0,0.0,0.005681818181818232
20190916,178,176,-0.03377947737412368,-0.0010677249591496407,0.0056179775280898875,0.0,0.0,0.011235955056179803
20190917,178,178,-0.05508553078490719,-0.011848165754385742,0.07303370786516854,0.0056179775280898875,0.0,0.0
20190918,178,178,-0.06721311475409841,4.586314437715622e-05,0.016853932584269662,0.0056179775280898875,0.0,0.0
20190919,177,177,-0.02855190219454773,0.002535925612848766,0.0,0.0,0.0,0.0
20190920,177,177,-0.04975609756097554,0.0013399673837397597,0.005649717514124294,0.0,0.0,0.0
20190923,177,177,-0.09384205358395303,-0.004760596905612147,0.02824858757062147,0.01694915254237288,0.005649717514124294,0.0
20190924,177,177,-0.03875215146299482,0.0004910485933504738,0.01694915254237288,0.0,0.0,0.0
20190925,177,177,-0.1231806342883407,-0.003868471953578423,0.03954802259887006,0.01694915254237288,0.01694915254237288,0.0
20190926,178,177,-0.08498960498960495,-0.004316608996539739,0.07303370786516854,0.03932584269662921,0.011235955056179775,0.005617977528089901
20190927,178,178,-0.019704839640530936,0.000943122194882906,0.0,0.0,0.0,0.0
20190930,178,178,-0.03470129067161276,-0.0009900472571929275,0.0056179775280898875,0.0,0.0,0.0
20191008,178,178,-0.04539456320929003,-0.0002917188083812472,0.011235955056179775,0.0,0.0,0.0
20191009,178,178,-0.027240704500978485,0.0004856292175925425,0.0,0.0,0.0,0.0
20191010,177,177,-0.017636195752539163,0.002932612529873868,0.0,0.0,0.0,0.0
20191011,176,176,-0.024195046439628443,0.0019803429123400607,0.0,0.0,0.0,0.0
20191014,176,176,-0.012001588562351118,0.003688996650626386,0.0,0.0,0.0,0.0
20191015,176,175,-0.05206611570247932,-0.0023683390464318554,0.03977272727272727,0.005681818181818182,0.0,0.005681818181818232
20191016,175,175,-0.022350041084634342,-0.0022241992882562345,0.0,0.0,0.0,0.0
20191017,175,175,-0.024450004059010766,-0.00028134671293256197,0.0,0.0,0.0,0.0
20191018,175,175,-0.041170097508125614,-0.0028038822985672063,0.017142857142857144,0.0,0.0,0.0
20191021,176,175,-0.02945452247013458,-0.004285464404408024,0.0,0.0,0.0,0.005681818181818232
20191022,176,176,-0.043738346799254146,0.0012641722515740472,0.005681818181818182,0.0,0.0,0.0
20191023,176,176,-0.038461538461538325,-0.0016026393705602104,0.005681818181818182,0.0,0.0,0.0
20191024,176,176,-0.03373619040557585,-0.0023396846050408593,0.011363636363636364,0.0,0.0,0.0
20191025,176,176,-0.018083777207864804,0.0018419520835342151,0.0,0.0,0.0,0.0
20191028,175,175,-0.02886115444617776,0.00416408911704691,0.0,0.0,0.0,0.0
20191029,175,175,-0.0977233793515081,-0.0013989466754443791,0.04,0.011428571428571429,0.011428571428571429,0.0
20191030,174,174,-0.12884852216748754,-0.00693342734833835,0.05172413793103448,0.028735632183908046,0.005747126436781609,0.0
20191031,176,174,-0.06224384754573187,-0.002536780555170648,0.022727272727272728,0.005681818181818182,0.0,0.011363636363636354
20191101,176,176,-0.08796179944709726,0.002050583021488195,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.0
20191104,176,176,-0.01759394502722078,0.0006778528521740323,0.0,0.0,0.0,0.0
20191105,176,176,-0.05347043701799492,0.0017378440432116449,0.005681818181818182,0.005681818181818182,0.0,0.0
20191106,176,176,-0.03394894079304722,-0.0007339640378327683,0.011363636363636364,0.0,0.0,0.0
20191107,178,176,-0.02574416733708773,0.001535790574938689,0.0,0.0,0.0,0.011235955056179803
20191108,180,178,-0.09567636986301364,0.00028548352217960815,0.022222222222222223,0.016666666666666666,0.005555555555555556,0.011111111111111072
20191111,181,181,-0.04784072972206255,-0.005229625696841045,0.027624309392265192,0.0,0.0,0.0
20191112,181,181,-0.023400936037441422,-0.0011716461628588082,0.0,0.0,0.0,0.0
20191113,181,181,-0.031558073654390895,-0.0008458646616541499,0.0055248618784530384,0.0,0.0,0.0
20191114,181,181,-0.07123966942148763,-0.00010308215647880647,0.0055248618784530384,0.0055248618784530384,0.0055248618784530384,0.0
20191115,182,181,-0.04323342939481267,-0.003038647801728356,0.005494505494505495,0.0,0.0,0.005494505494505475
20191118,182,182,-0.0192813877525132,0.0004200101702556136,0.0,0.0,0.0,0.0
20191119,182,182,-0.03358859655773749,0.0037916724162903037,0.01098901098901099,0.0,0.0,0.0
20191120,182,182,-0.03289036544850488,-0.0009895350828593719,0.005494505494505495,0.0,0.0,0.0
20191121,185,182,-0.0449404180504005,-0.002211491658765774,0.021621621621621623,0.0,0.0,0.01621621621621616
20191122,186,184,-0.08277882913131063,-0.001301372999080841,0.016129032258064516,0.005376344086021506,0.005376344086021506,0.010752688172043001
20191125,187,186,-0.03708476705088126,-6.732020086158697e-05,0.016042780748663103,0.0,0.0,0.005347593582887722
20191126,187,187,-0.027200637499757097,0.00013394651069331687,0.0,0.0,0.0,0.0
20191127,187,187,-0.027792885891439134,-0.00043635125211516357,0.0,0.0,0.0,0.0
20191128,188,186,-0.03140284964911044,-0.0021785960409340666,0.005319148936170213,0.0,0.0,0.010638297872340385
20191129,189,189,-0.03492417777194268,-0.0010608203677511252,0.005291005291005291,0.0,0.0,0.0
20191202,190,189,-0.14633080878521687,-0.0003531073446327859,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.0052631578947368585
20191203,190,190,-0.03605129445923061,0.00018154491714361676,0.005263157894736842,0.0,0.0,0.0
20191204,189,189,-0.04663840096910954,0.0003983676642052014,0.005291005291005291,0.0,0.0,0.0
20191205,190,190,-0.008894536213468918,0.002627975675446148,0.0,0.0,0.0,0.0
20191206,190,190,-0.04011384861691725,0.002260920555893331,0.005263157894736842,0.0,0.0,0.0
20191209,192,190,-0.020898423939456956,0.0009301015341710572,0.0,0.0,0.0,0.01041666666666663
20191210,192,192,-0.014965095986038346,0.002282019662247836,0.0,0.0,0.0,0.0
20191211,193,191,-0.0316576651433319,0.0008287292817679148,0.0051813471502590676,0.0,0.0,0.010362694300518172
20191212,193,192,-0.028917110005148516,-0.00047863427183547635,0.0,0.0,0.0,0.005181347150259086
20191213,194,194,-0.07929074889867838,0.004097600642317456,0.010309278350515464,0.010309278350515464,0.005154639175257732,0.0
20191216,195,194,-0.015483660663352605,0.005986379057913105,0.0,0.0,0.0,0.00512820512820511
20191217,192,192,-0.02008004884336212,0.005941051475796266,0.0,0.0,0.0,0.0
20191218,194,194,-0.025982952983227947,0.0010878196436728826,0.0,0.0,0.0,0.0
20191219,195,194,-0.04951664083831442,-7.867903126579368e-05,0.015384615384615385,0.0,0.0,0.00512820512820511
20191220,195,195,-0.0749112903225807,-0.000264690312334559,0.010256410256410256,0.005128205128205128,0.005128205128205128,0.0
20191223,195,195,-0.08600091897687256,-0.005452946350044008,0.035897435897435895,0.015384615384615385,0.005128205128205128,0.0
20191224,195,195,-0.030706140350877265,0.004672460517708643,0.005128205128205128,0.0,0.0,0.0
20191225,196,195,-0.03135156250000004,0.001122563526890552,0.00510204081632653,0.0,0.0,0.005102040816326481
20191226,196,196,-0.04121900128387068,0.0035887073332961927,0.00510204081632653,0.0,0.0,0.0
20191227,196,196,-0.06235226994865095,4.4964028776961484e-06,0.025510204081632654,0.00510204081632653,0.0,0.0
20191230,196,196,-0.03129727241123359,0.00243857857449592,0.00510204081632653,0.0,0.0,0.0
20191231,197,196,-0.030619533527696752,0.0039541105862315185,0.005076142131979695,0.0,0.0,0.005076142131979711
20200102,196,196,-0.028163331181407347,0.008988711794074788,0.0,0.0,0.0,0.0
20200103,198,197,-0.03722241804723303,0.0006754192911890833,0.015151515151515152,0.0,0.0,0.005050505050505083
20200106,199,198,-0.026781174077631587,0.0011831274223098598,0.0,0.0,0.0,0.005025125628140725
20200107,201,199,-0.038111448235032985,0.004352467767101853,0.004975124378109453,0.0,0.0,0.00995024875621886
20200108,202,201,-0.04121327296352051,-0.005753424657534256,0.04950495049504951,0.0,0.0,0.004950495049504955
20200109,203,202,-0.01719383617193826,0.005958271214981159,0.0,0.0,0.0,0.0049261083743842304
20200110,209,203,-0.07468432399137659,-0.0036361554098548465,0.009569377990430622,0.009569377990430622,0.004784688995215311,0.028708133971291905
20200113,210,209,-0.02137750893593615,0.0017028985507245853,0.0,0.0,0.0,0.004761904761904745
20200114,212,210,-0.06341678614756807,0.0022196035595269947,0.02358490566037736,0.0047169811320754715,0.0,0.009433962264150941
20200115,212,212,-0.09888497652582151,-0.005427749384299851,0.02830188679245283,0.009433962264150943,0.0047169811320754715,0.0
20200116,215,212,-0.10445639646561655,-0.004228065399621339,0.013953488372093023,0.004651162790697674,0.004651162790697674,0.013953488372092981
20200117,215,214,-0.07836001685274907,-9.513483612744178e-05,0.018604651162790697,0.004651162790697674,0.004651162790697674,0.0046511627906976605
20200120,216,215,-0.016011235955056158,0.00435540069686402,0.0,0.0,0.0,0.00462962962962965
20200121,218,216,-0.0531076923076923,-0.002879572313559453,0.022935779816513763,0.0045871559633027525,0.0,0.00917431192660545
20200122,221,218,-0.12936146738380916,0.0012231799564161872,0.00904977375565611,0.004524886877828055,0.004524886877828055,0.013574660633484115
20200123,224,221,-0.08532423208191131,-0.017077214995128154,0.20089285714285715,0.0625,0.013392857142857142,0.013392857142857095
20200203,223,223,-0.18740074113287442,-0.043860216677090724,0.7713004484304933,0.40358744394618834,0.19730941704035873,0.0
20200204,225,223,-0.05462686567164177,0.020228671943711474,0.013333333333333334,0.0044444444444444444,0.0,0.008888888888888835
20200205,225,225,-0.03691433980123038,0.01046052346021975,0.008888888888888889,0.0,0.0,0.0
20200206,223,223,-0.026109683785681903,0.008000000000000007,0.0,0.0,0.0,0.0
20200207,223,223,-0.09553503184713374,-0.0008764241893075564,0.03139013452914798,0.017937219730941704,0.013452914798206279,0.0
20200210,223,222,-0.23761787054838412,0.004410368971339951,0.017937219730941704,0.013452914798206279,0.013452914798206279,0.004484304932735439
20200211,223,223,-0.15342168561052683,0.0013909587680078772,0.04932735426008968,0.03139013452914798,0.013452914798206279,0.0
20200212,223,223,-0.04700534759358288,0.008340441664297149,0.004484304932735426,0.0,0.0,0.0
20200213,222,222,-0.05065023956194392,-0.002366287547389878,0.036036036036036036,0.009009009009009009,0.0,0.0
20200214,224,222,-0.0480666666666667,0.00035695811861125026,0.022321428571428572,0.0,0.0,0.008928571428571397
