name,kind,breadth_drop_threshold,breadth_panic_ratio,breadth_risk_recovery_days,breadth_risk_switch_hurdle_pct,breadth_normal_to_risk_min_days,breadth_effective_lag_days,y2019_excess,y2019_total,y2019_dd,y2019_trades,y2019_risk_days,y2020_excess,y2020_total,y2020_dd,y2020_trades,y2020_risk_days,y2021_excess,y2021_total,y2021_dd,y2021_trades,y2021_risk_days,y2022_excess,y2022_total,y2022_dd,y2022_trades,y2022_risk_days,y2023_excess,y2023_total,y2023_dd,y2023_trades,y2023_risk_days,y2024_excess,y2024_total,y2024_dd,y2024_trades,y2024_risk_days,main_floor_pass_count,passes_main_floors,params_json,_candidate_idx,leave_year,selection_avg_excess,selection_avg_abs_dd,selection_score,replay_2019_excess,replay_2019_total,replay_2019_trades,rank,selected_for_leave,holdout_baseline_excess,holdout_improved_or_equal,replay_2020_excess,replay_2020_total,replay_2020_trades,replay_2021_excess,replay_2021_total,replay_2021_trades,replay_2022_excess,replay_2022_total,replay_2022_trades,replay_2023_excess,replay_2023_total,replay_2023_trades,replay_2024_excess,replay_2024_total,replay_2024_trades
breadth_dropm0p03_ratio0p4_rec3_h0p05_min1,candidate,-0.03,0.4,3,0.05,1,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,3,-0.033534,0.088164,-0.088886,154,0,0.020099,-0.141922,-0.169441,183,2,-0.029066,-0.056686,-0.141317,168,0,0.026799,0.02244,-0.164269,262,1,1,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.4, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p4_rec3_h0p05_min1""}",48,2021,-0.001763,0.148608,-0.542165,,,,153,0,-0.050441,1,,,,-0.033534,0.088164,154,,,,,,,,,
breadth_dropm0p03_ratio0p4_rec3_h0p08_min1,candidate,-0.03,0.4,3,0.08,1,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,3,-0.033534,0.088164,-0.088886,154,0,0.020099,-0.141922,-0.169441,183,2,-0.029066,-0.056686,-0.141317,168,0,0.015109,0.01075,-0.164269,264,1,1,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.4, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p4_rec3_h0p08_min1""}",50,2021,-0.004101,0.148608,-0.544503,,,,154,0,-0.050441,1,,,,-0.033534,0.088164,154,,,,,,,,,
breadth_dropm0p03_ratio0p4_rec3_h0p1_min1,candidate,-0.03,0.4,3,0.1,1,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,3,-0.033534,0.088164,-0.088886,154,0,0.020099,-0.141922,-0.169441,183,2,-0.029066,-0.056686,-0.141317,168,0,0.015109,0.01075,-0.164269,264,1,1,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.4, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p4_rec3_h0p1_min1""}",52,2021,-0.004101,0.148608,-0.544503,,,,155,0,-0.050441,1,,,,-0.033534,0.088164,154,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec2_h0p05_min1,candidate,-0.03,0.3,2,0.05,1,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,5,-0.033523,0.088175,-0.088886,153,1,0.011184,-0.150837,-0.178031,191,4,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,2,1,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p3_rec2_h0p05_min1""}",24,2021,-0.005558,0.150326,-0.635539,,,,156,0,-0.050441,1,,,,-0.033523,0.088175,153,,,,,,,,,
breadth_dropm0p03_ratio0p3_rec2_h0p08_min1,candidate,-0.03,0.3,2,0.08,1,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,5,-0.033523,0.088175,-0.088886,153,1,0.00575,-0.156271,-0.18332,202,4,-0.029066,-0.056686,-0.141317,168,0,0.01482,0.010462,-0.164269,264,2,1,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p3_rec2_h0p08_min1""}",26,2021,-0.007029,0.151384,-0.691615,,,,157,0,-0.050441,1,,,,-0.033523,0.088175,153,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec1_h0p05_min1,candidate,-0.03,0.2,1,0.05,1,1,0.153592,0.360957,-0.106705,147,4,-0.214114,-0.109947,-0.191385,94,13,-0.037862,0.083837,-0.094061,152,6,0.03137,-0.130651,-0.15942,187,8,-0.029066,-0.056686,-0.141317,168,0,0.015924,0.011565,-0.164304,263,5,1,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p05_min1""}",0,2021,-0.008459,0.152626,-0.858375,,,,158,0,-0.050441,1,,,,-0.037862,0.083837,152,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec1_h0p1_min1,candidate,-0.03,0.2,1,0.1,1,1,0.153592,0.360957,-0.106705,147,4,-0.214367,-0.1102,-0.191617,94,13,-0.037862,0.083837,-0.094061,152,6,0.031627,-0.130394,-0.15917,187,8,-0.029066,-0.056686,-0.141317,168,0,0.015924,0.011565,-0.164304,263,5,1,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p1_min1""}",4,2021,-0.008458,0.152623,-0.860904,,,,159,0,-0.050441,1,,,,-0.037862,0.083837,152,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec1_h0p08_min1,candidate,-0.03,0.2,1,0.08,1,1,0.153592,0.360957,-0.106705,147,4,-0.214367,-0.1102,-0.191617,94,13,-0.037862,0.083837,-0.094061,152,6,0.03137,-0.130651,-0.15942,187,8,-0.029066,-0.056686,-0.141317,168,0,0.015924,0.011565,-0.164304,263,5,1,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p08_min1""}",2,2021,-0.008509,0.152673,-0.860968,,,,160,0,-0.050441,1,,,,-0.037862,0.083837,152,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p05_min1,candidate,-0.03,0.2,3,0.05,1,1,0.149908,0.357274,-0.10751,146,4,-0.214127,-0.10996,-0.191332,93,13,-0.037862,0.083837,-0.094061,152,6,0.021622,-0.140399,-0.168172,173,8,-0.029066,-0.056686,-0.141317,168,0,0.025401,0.021042,-0.164783,261,5,0,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p05_min1""}",12,2021,-0.009252,0.154623,-0.932488,,,,161,0,-0.050441,1,,,,-0.037862,0.083837,152,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p05_min1,candidate,-0.03,0.2,2,0.05,1,1,0.153592,0.360957,-0.106705,147,4,-0.214009,-0.109842,-0.191355,93,13,-0.037862,0.083837,-0.094061,152,6,0.019699,-0.142322,-0.169797,191,8,-0.029066,-0.056686,-0.141317,168,0,0.015924,0.011565,-0.164304,263,5,0,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p05_min1""}",6,2021,-0.010772,0.154696,-0.952076,,,,162,0,-0.050441,1,,,,-0.037862,0.083837,152,,,,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p08_min1,candidate,-0.03,0.2,3,0.08,1,1,0.150459,0.357825,-0.107623,146,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.023088,-0.138933,-0.166743,174,8,-0.029066,-0.056686,-0.141317,168,0,0.014018,0.00966,-0.164783,263,5,1,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p08_min1""}",14,2022,-0.007795,0.127174,-0.154119,,,,1,1,0.014425,1,,,,,,,0.023088,-0.138933,174,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p1_min1,candidate,-0.03,0.2,3,0.1,1,1,0.150459,0.357825,-0.107623,146,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.019834,-0.142187,-0.169444,155,8,-0.029066,-0.056686,-0.141317,168,0,0.015651,0.011293,-0.164294,263,5,1,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p1_min1""}",16,2022,-0.007469,0.127077,-0.186308,,,,2,0,0.014425,1,,,,,,,0.019834,-0.142187,155,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p1_min1,candidate,-0.03,0.2,2,0.1,1,1,0.15302,0.360386,-0.106677,147,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.012619,-0.149403,-0.177548,183,8,-0.029066,-0.056686,-0.141317,168,0,0.014323,0.009965,-0.164304,263,5,1,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p1_min1""}",10,2022,-0.007222,0.126889,-0.258164,,,,3,0,0.014425,0,,,,,,,0.012619,-0.149403,183,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p08_min1,candidate,-0.03,0.2,2,0.08,1,1,0.15302,0.360386,-0.106677,147,4,-0.136525,-0.032358,-0.128088,76,13,-0.037862,0.083837,-0.094061,152,6,0.007049,-0.154972,-0.182062,192,8,-0.029066,-0.056686,-0.141317,168,0,0.014323,0.009965,-0.164304,263,5,1,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p08_min1""}",8,2022,-0.007222,0.126889,-0.313864,,,,4,0,0.014425,0,,,,,,,0.007049,-0.154972,192,,,,,,
breadth_dropm0p05_ratio0p2_rec3_h0p05_min1,candidate,-0.05,0.2,3,0.05,1,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,3,-0.033534,0.088164,-0.088886,154,0,0.033224,-0.128797,-0.156751,202,0,-0.029066,-0.056686,-0.141317,168,0,0.026799,0.02244,-0.164269,262,1,2,0,"{""breadth_drop_threshold"": -0.05, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p05_ratio0p2_rec3_h0p05_min1""}",66,2022,-0.012518,0.132512,-0.460976,,,,5,0,0.014425,1,,,,,,,0.033224,-0.128797,202,,,,,,
breadth_dropm0p05_ratio0p3_rec3_h0p05_min1,candidate,-0.05,0.3,3,0.05,1,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.033224,-0.128797,-0.156751,202,0,-0.029066,-0.056686,-0.141317,168,0,0.026799,0.02244,-0.164269,262,1,2,0,"{""breadth_drop_threshold"": -0.05, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p05_ratio0p3_rec3_h0p05_min1""}",84,2022,-0.012518,0.132512,-0.460976,,,,6,0,0.014425,1,,,,,,,0.033224,-0.128797,202,,,,,,
breadth_dropm0p03_ratio0p3_rec3_h0p05_min1,candidate,-0.03,0.3,3,0.05,1,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,5,-0.033523,0.088175,-0.088886,153,1,0.036515,-0.125506,-0.161811,179,4,-0.029066,-0.056686,-0.141317,168,0,0.025745,0.021387,-0.164381,262,2,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p3_rec3_h0p05_min1""}",30,2022,-0.012698,0.132519,-0.461158,,,,7,0,0.014425,1,,,,,,,0.036515,-0.125506,179,,,,,,
breadth_dropm0p03_ratio0p3_rec1_h0p05_min1,candidate,-0.03,0.3,1,0.05,1,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,5,-0.033523,0.088175,-0.088886,153,1,0.039038,-0.122983,-0.154771,206,4,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,2,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p3_rec1_h0p05_min1""}",18,2022,-0.014499,0.132497,-0.462954,,,,8,0,0.014425,1,,,,,,,0.039038,-0.122983,206,,,,,,
breadth_dropm0p03_ratio0p3_rec1_h0p08_min1,candidate,-0.03,0.3,1,0.08,1,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,5,-0.033523,0.088175,-0.088886,153,1,0.039038,-0.122983,-0.154771,206,4,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,2,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p3_rec1_h0p08_min1""}",20,2022,-0.014499,0.132497,-0.462954,,,,9,0,0.014425,1,,,,,,,0.039038,-0.122983,206,,,,,,
breadth_dropm0p03_ratio0p3_rec1_h0p1_min1,candidate,-0.03,0.3,1,0.1,1,1,0.152152,0.359518,-0.107661,149,1,-0.178799,-0.074633,-0.160351,98,5,-0.033523,0.088175,-0.088886,153,1,0.046488,-0.115533,-0.154575,190,4,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,2,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 1, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p3_rec1_h0p1_min1""}",22,2022,-0.014499,0.132497,-0.462954,,,,10,0,0.014425,1,,,,,,,0.046488,-0.115533,190,,,,,,
breadth_dropm0p03_ratio0p2_rec1_h0p05_min2,candidate,-0.03,0.2,1,0.05,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.044858,-0.117163,-0.151686,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p05_min2""}",1,2022,-0.01453,0.132512,-0.462988,,,,11,0,0.014425,1,,,,,,,0.044858,-0.117163,195,,,,,,
breadth_dropm0p03_ratio0p2_rec1_h0p08_min2,candidate,-0.03,0.2,1,0.08,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.044858,-0.117163,-0.151686,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p08_min2""}",3,2022,-0.01453,0.132512,-0.462988,,,,12,0,0.014425,1,,,,,,,0.044858,-0.117163,195,,,,,,
breadth_dropm0p03_ratio0p2_rec1_h0p1_min2,candidate,-0.03,0.2,1,0.1,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.044858,-0.117163,-0.151686,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p2_rec1_h0p1_min2""}",5,2022,-0.01453,0.132512,-0.462988,,,,13,0,0.014425,1,,,,,,,0.044858,-0.117163,195,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p05_min2,candidate,-0.03,0.2,2,0.05,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.044204,-0.117817,-0.154023,197,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p05_min2""}",7,2022,-0.01453,0.132512,-0.462988,,,,14,0,0.014425,1,,,,,,,0.044204,-0.117817,197,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p08_min2,candidate,-0.03,0.2,2,0.08,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.044204,-0.117817,-0.154023,197,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p08_min2""}",9,2022,-0.01453,0.132512,-0.462988,,,,15,0,0.014425,1,,,,,,,0.044204,-0.117817,197,,,,,,
breadth_dropm0p03_ratio0p2_rec2_h0p1_min2,candidate,-0.03,0.2,2,0.1,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.044204,-0.117817,-0.154023,197,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p2_rec2_h0p1_min2""}",11,2022,-0.01453,0.132512,-0.462988,,,,16,0,0.014425,1,,,,,,,0.044204,-0.117817,197,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p05_min2,candidate,-0.03,0.2,3,0.05,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.044204,-0.117817,-0.154023,197,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p05_min2""}",13,2022,-0.01453,0.132512,-0.462988,,,,17,0,0.014425,1,,,,,,,0.044204,-0.117817,197,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p08_min2,candidate,-0.03,0.2,3,0.08,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.045155,-0.116866,-0.153314,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p08_min2""}",15,2022,-0.01453,0.132512,-0.462988,,,,18,0,0.014425,1,,,,,,,0.045155,-0.116866,195,,,,,,
breadth_dropm0p03_ratio0p2_rec3_h0p1_min2,candidate,-0.03,0.2,3,0.1,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,1,-0.033534,0.088164,-0.088886,154,0,0.045155,-0.116866,-0.153314,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.2, ""breadth_risk_recovery_days"": 3, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p2_rec3_h0p1_min2""}",17,2022,-0.01453,0.132512,-0.462988,,,,19,0,0.014425,1,,,,,,,0.045155,-0.116866,195,,,,,,
breadth_dropm0p03_ratio0p3_rec1_h0p05_min2,candidate,-0.03,0.3,1,0.05,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.044858,-0.117163,-0.151686,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p3_rec1_h0p05_min2""}",19,2022,-0.01453,0.132512,-0.462988,,,,20,0,0.014425,1,,,,,,,0.044858,-0.117163,195,,,,,,
breadth_dropm0p03_ratio0p3_rec1_h0p08_min2,candidate,-0.03,0.3,1,0.08,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.044858,-0.117163,-0.151686,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.08, ""name"": ""breadth_dropm0p03_ratio0p3_rec1_h0p08_min2""}",21,2022,-0.01453,0.132512,-0.462988,,,,21,0,0.014425,1,,,,,,,0.044858,-0.117163,195,,,,,,
breadth_dropm0p03_ratio0p3_rec1_h0p1_min2,candidate,-0.03,0.3,1,0.1,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.044858,-0.117163,-0.151686,195,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 1, ""breadth_risk_switch_hurdle_pct"": 0.1, ""name"": ""breadth_dropm0p03_ratio0p3_rec1_h0p1_min2""}",23,2022,-0.01453,0.132512,-0.462988,,,,22,0,0.014425,1,,,,,,,0.044858,-0.117163,195,,,,,,
breadth_dropm0p03_ratio0p3_rec2_h0p05_min2,candidate,-0.03,0.3,2,0.05,2,1,0.152012,0.359378,-0.107737,152,0,-0.178799,-0.074633,-0.160351,98,0,-0.033534,0.088164,-0.088886,154,0,0.044204,-0.117817,-0.154023,197,1,-0.029066,-0.056686,-0.141317,168,0,0.016739,0.012381,-0.164269,264,0,2,0,"{""breadth_drop_threshold"": -0.03, ""breadth_effective_lag_days"": 1, ""breadth_normal_to_risk_min_days"": 2, ""breadth_panic_ratio"": 0.3, ""breadth_risk_recovery_days"": 2, ""breadth_risk_switch_hurdle_pct"": 0.05, ""name"": ""breadth_dropm0p03_ratio0p3_rec2_h0p05_min2""}",25,2022,-0.01453,0.132512,-0.462988,,,,23,0,0.014425,1,,,,,,,0.044204,-0.117817,197,,,,,,
