candidate,leave_year,year,date,equity,strategy_return,benchmark_return,daily_excess,risk_state,n_bonds,drop_share,pool_mean_return,confirm_hit
medium_baseline,,2019,20190326,1222842.979534,-0.0334299173,-0.0224468065,-0.0109831108,0,,,,
medium_baseline,,2019,20190327,1226827.408534,0.0032583325,0.0036101323,-0.0003517999,0,,,,
medium_baseline,,2019,20190328,1217765.911534,-0.0073861221,-0.0052033101,-0.002182812,0,,,,
medium_baseline,,2019,20190329,1241540.927746,0.01952347,0.0181491295,0.0013743404,0,,,,
medium_baseline,,2019,20190401,1287392.892302,0.0369314966,0.0280777329,0.0088537637,0,,,,
medium_baseline,,2019,20190402,1299338.635072,0.0092790187,0.0035243164,0.0057547023,0,,,,
medium_baseline,,2019,20190403,1306613.505072,0.0055989022,0.003244183,0.0023547192,0,,,,
medium_baseline,,2019,20190404,1317711.348915,0.0084935934,0.006805693,0.0016879004,0,,,,
medium_baseline,,2019,20190408,1309475.269737,-0.0062502908,-0.0023946005,-0.0038556904,0,,,,
medium_baseline,,2019,20190409,1297959.327737,-0.008794318,-0.008216877,-0.000577441,0,,,,
medium_baseline,,2019,20190410,1286785.658737,-0.0086086434,-0.0061581431,-0.0024505003,0,,,,
medium_baseline,,2019,20190411,1267671.973737,-0.0148538219,-0.0148669737,1.31518e-05,0,,,,
medium_baseline,,2019,20190412,1287885.576829,0.0159454524,0.002234371,0.0137110813,0,,,,
medium_baseline,,2019,20190415,1282361.207829,-0.0042894874,-0.0076287384,0.0033392509,0,,,,
medium_baseline,,2019,20190416,1305173.236906,0.0177890823,0.006379241,0.0114098413,0,,,,
medium_baseline,,2019,20190417,1333822.080853,0.0219502233,0.0058951021,0.0160551211,0,,,,
medium_baseline,,2019,20190418,1338220.658124,0.0032977241,-0.0019976238,0.0052953479,0,,,,
medium_baseline,,2019,20190419,1342187.093374,0.0029639621,0.0024300655,0.0005338966,0,,,,
medium_baseline,,2019,20190422,1338673.961374,-0.0026174682,-0.004725945,0.0021084768,0,,,,
medium_baseline,,2019,20190423,1322816.33007,-0.0118457756,-0.015653738,0.0038079624,0,,,,
medium_baseline,,2019,20190424,1317267.438199,-0.0041947561,-0.0035865457,-0.0006082104,0,,,,
medium_baseline,,2019,20190425,1286657.587767,-0.0232373849,-0.0184757953,-0.0047615896,0,,,,
medium_baseline,,2019,20190426,1273483.571767,-0.0102389448,-0.0072643031,-0.0029746417,0,,,,
medium_baseline,,2019,20190429,1240188.880767,-0.0261445783,-0.0199679064,-0.006176672,0,,,,
medium_baseline,,2019,20190430,1246211.069767,0.0048558644,0.0061097669,-0.0012539025,0,,,,
medium_baseline,,2019,20190506,1197852.141767,-0.0388047652,-0.0341798327,-0.0046249326,0,,,,
medium_baseline,,2019,20190507,1204034.081767,0.005160854,0.0039222323,0.0012386217,0,,,,
medium_baseline,,2019,20190508,1206587.871364,0.0021210277,0.0022959825,-0.0001749548,0,,,,
medium_baseline,,2019,20190509,1211367.537364,0.0039613078,4.4404e-06,0.0039568675,0,,,,
medium_baseline,,2019,20190510,1232271.135364,0.0172561979,0.0191902224,-0.0019340245,0,,,,
medium_baseline,,2019,20190513,1219889.001364,-0.0100482221,-0.0060559857,-0.0039922364,0,,,,
medium_baseline,,2019,20190514,1231408.222364,0.0094428436,0.0015553241,0.0078875195,0,,,,
medium_baseline,,2019,20190515,1246761.257813,0.0124678682,0.0135134315,-0.0010455633,0,,,,
medium_baseline,,2019,20190516,1243546.408164,-0.0025785608,0.0012423203,-0.0038208811,0,,,,
medium_baseline,,2019,20190517,1219516.37418,-0.0193237935,-0.0170673983,-0.0022563952,0,,,,
medium_baseline,,2019,20190520,1215476.477181,-0.0033127042,-0.0066113395,0.0032986353,0,,,,
medium_baseline,,2019,20190521,1224292.74818,0.0072533456,0.0070786484,0.0001746972,0,,,,
medium_baseline,,2019,20190522,1222818.108181,-0.0012044832,-0.0006132324,-0.0005912508,0,,,,
medium_baseline,,2019,20190523,1212112.69718,-0.0087547043,-0.0096683423,0.0009136379,0,,,,
medium_baseline,,2019,20190524,1211741.075032,-0.0003065904,-0.0021494523,0.0018428619,0,,,,
medium_baseline,,2019,20190527,1215187.396823,0.0028441074,0.0057190424,-0.0028749349,0,,,,
medium_baseline,,2019,20190528,1217271.032823,0.0017146623,0.0019442367,-0.0002295744,0,,,,
medium_baseline,,2019,20190529,1216639.396823,-0.0005188951,0.0008764642,-0.0013953593,0,,,,
medium_baseline,,2019,20190530,1209936.612823,-0.005509261,-0.0075953785,0.0020861175,0,,,,
medium_baseline,,2019,20190531,1209543.021823,-0.0003252989,-0.0019134783,0.0015881795,0,,,,
medium_baseline,,2019,20190603,1225107.998664,0.0128684772,-0.0077898274,0.0206583047,0,,,,
medium_baseline,,2019,20190604,1216936.973928,-0.0066696363,-0.0094465289,0.0027768926,0,,,,
medium_baseline,,2019,20190605,1227276.149979,0.0084960653,-0.0004950759,0.0089911412,0,,,,
medium_baseline,,2019,20190606,1207116.800979,-0.0164260904,-0.010666926,-0.0057591644,0,,,,
medium_baseline,,2019,20190610,1211725.207217,0.003817697,0.0054783937,-0.0016606966,0,,,,
medium_baseline,,2019,20190611,1225107.595217,0.0110440782,0.0186875296,-0.0076434514,0,,,,
medium_baseline,,2019,20190612,1225654.558217,0.0004464612,-0.0036223023,0.0040687635,0,,,,
medium_baseline,,2019,20190613,1225100.049217,-0.0004524187,0.0007140262,-0.0011664448,0,,,,
medium_baseline,,2019,20190614,1220799.685217,-0.0035102145,-0.0079766521,0.0044664376,0,,,,
medium_baseline,,2019,20190617,1221843.922217,0.0008553713,-0.0014477502,0.0023031215,0,,,,
medium_baseline,,2019,20190618,1218829.839586,-0.0024668311,-0.0008743575,-0.0015924736,0,,,,
medium_baseline,,2019,20190619,1223259.268586,0.0036341652,0.0068029739,-0.0031688087,0,,,,
medium_baseline,,2019,20190620,1233312.105586,0.0082180755,0.0117942754,-0.0035761999,0,,,,
medium_baseline,,2019,20190621,1240421.334195,0.0057643386,0.0094656709,-0.0037013322,0,,,,
medium_baseline,,2019,20190624,1236909.329722,-0.0028312996,-0.0019660914,-0.0008652082,0,,,,
medium_baseline,,2019,20190625,1231921.019723,-0.0040328825,-0.0050215733,0.0009886908,0,,,,
medium_baseline,,2019,20190626,1234716.867723,0.0022695026,0.0032181197,-0.0009486171,0,,,,
medium_baseline,,2019,20190627,1237128.647722,0.0019533061,0.006868929,-0.0049156229,0,,,,
medium_baseline,,2019,20190628,1235326.665139,-0.0014565846,-0.0002861209,-0.0011704638,0,,,,
medium_baseline,,2019,20190701,1247868.498439,0.0101526452,0.0172029711,-0.007050326,0,,,,
medium_baseline,,2019,20190702,1250422.16823,0.0020464254,-0.0025374215,0.0045838469,0,,,,
medium_baseline,,2019,20190703,1245377.88923,-0.0040340608,-0.0050933452,0.0010592844,0,,,,
medium_baseline,,2019,20190704,1246665.44923,0.0010338709,-0.0008760823,0.0019099532,0,,,,
medium_baseline,,2019,20190705,1246552.124669,-9.09021e-05,-0.0027949411,0.0027040389,0,,,,
medium_baseline,,2019,20190708,1234369.323669,-0.0097731982,-0.0121000383,0.00232684,0,,,,
medium_baseline,,2019,20190709,1234722.336978,0.0002859868,-0.0008781252,0.001164112,0,,,,
medium_baseline,,2019,20190710,1232559.363681,-0.0017517892,-0.0034055889,0.0016537997,0,,,,
medium_baseline,,2019,20190711,1232385.174384,-0.0001413233,-0.0007026735,0.0005613503,0,,,,
medium_baseline,,2019,20190712,1232648.333064,0.0002135361,0.0019434796,-0.0017299436,0,,,,
medium_baseline,,2019,20190715,1235458.760553,0.0022799913,0.0018838943,0.000396097,0,,,,
medium_baseline,,2019,20190716,1236361.487553,0.0007306816,0.0011875868,-0.0004569052,0,,,,
medium_baseline,,2019,20190717,1237917.371097,0.0012584374,0.0027277615,-0.0014693241,0,,,,
medium_baseline,,2019,20190718,1230236.673097,-0.006204532,-0.0063414859,0.0001369539,0,,,,
medium_baseline,,2019,20190719,1231934.371097,0.0013799767,0.0019014823,-0.0005215056,0,,,,
medium_baseline,,2019,20190722,1222555.626097,-0.0076130232,-0.0083944951,0.0007814719,0,,,,
medium_baseline,,2019,20190723,1223686.623097,0.0009251088,0.001673131,-0.0007480222,0,,,,
medium_baseline,,2019,20190724,1225707.717097,0.0016516435,0.0034008931,-0.0017492497,0,,,,
medium_baseline,,2019,20190725,1229200.743097,0.0028498034,0.0048774872,-0.0020276838,0,,,,
medium_baseline,,2019,20190726,1233819.917067,0.0037578679,0.0047299257,-0.0009720578,0,,,,
medium_baseline,,2019,20190729,1234568.470335,0.0006066957,0.0021823445,-0.0015756488,0,,,,
medium_baseline,,2019,20190730,1240735.135335,0.0049949963,0.0047254493,0.000269547,0,,,,
medium_baseline,,2019,20190731,1239902.491335,-0.0006710892,0.0004888202,-0.0011599094,0,,,,
medium_baseline,,2019,20190801,1235517.671335,-0.0035364233,-0.0054963628,0.0019599395,0,,,,
medium_baseline,,2019,20190802,1227587.912335,-0.0064181672,-0.0043704591,-0.0020477081,0,,,,
medium_baseline,,2019,20190805,1223289.817335,-0.0035012523,-0.0063290027,0.0028277504,0,,,,
medium_baseline,,2019,20190806,1213818.894635,-0.0077421741,-0.0083122027,0.0005700287,0,,,,
medium_baseline,,2019,20190807,1216488.564635,0.0021993973,0.0042770404,-0.0020776431,0,,,,
medium_baseline,,2019,20190808,1218610.148635,0.001744023,0.0029144998,-0.0011704768,0,,,,
medium_baseline,,2019,20190809,1217710.445635,-0.0007383026,-0.0012973128,0.0005590103,0,,,,
medium_baseline,,2019,20190812,1219727.797635,0.0016566763,0.0048729493,-0.003216273,0,,,,
medium_baseline,,2019,20190813,1218179.984635,-0.0012689823,-0.000952358,-0.0003166243,0,,,,
medium_baseline,,2019,20190814,1221470.525635,0.0027011944,0.0017190661,0.0009821283,0,,,,
medium_baseline,,2019,20190815,1221609.134929,0.0001134774,0.0017202078,-0.0016067304,0,,,,
medium_baseline,,2019,20190816,1225225.281738,0.0029601504,0.0046224371,-0.0016622866,0,,,,
medium_baseline,,2019,20190819,1234955.389374,0.0079414845,0.0141020651,-0.0061605806,0,,,,
medium_baseline,,2019,20190820,1239812.659374,0.0039331542,0.0007571608,0.0031759934,0,,,,
medium_baseline,,2019,20190821,1239053.560374,-0.0006122691,-0.0002329444,-0.0003793247,0,,,,
medium_baseline,,2019,20190822,1238115.542374,-0.0007570439,-0.0008747207,0.0001176768,0,,,,
medium_baseline,,2019,20190823,1239981.641374,0.0015072091,0.0019588344,-0.0004516253,0,,,,
medium_baseline,,2019,20190826,1234078.707374,-0.0047605011,-0.0014269448,-0.0033335563,0,,,,
medium_baseline,,2019,20190827,1243031.107374,0.0072543185,0.0076867235,-0.000432405,0,,,,
medium_baseline,,2019,20190828,1243168.197374,0.0001102869,0.0017996248,-0.001689338,0,,,,
medium_baseline,,2019,20190829,1246259.792374,0.0024868678,-0.0002607458,0.0027476136,0,,,,
medium_baseline,,2019,20190830,1243433.308374,-0.0022679734,-0.0032363917,0.0009684183,0,,,,
medium_baseline,,2019,20190902,1248561.757374,0.0041244263,0.007387876,-0.0032634497,0,,,,
medium_baseline,,2019,20190903,1253305.505374,0.0037993699,0.0036964386,0.0001029313,0,,,,
medium_baseline,,2019,20190904,1253335.308374,2.37795e-05,0.000554832,-0.0005310525,0,,,,
medium_baseline,,2019,20190905,1267831.827374,0.0115663533,0.0083298352,0.0032365182,0,,,,
medium_baseline,,2019,20190906,1270831.283374,0.0023658154,0.0052282164,-0.002862401,0,,,,
medium_baseline,,2019,20190909,1286449.008374,0.0122893772,0.011002124,0.0012872532,0,,,,
medium_baseline,,2019,20190910,1286344.428374,-8.12935e-05,0.0012581965,-0.00133949,0,,,,
medium_baseline,,2019,20190911,1282836.523374,-0.002727034,-0.004811739,0.002084705,0,,,,
medium_baseline,,2019,20190912,1284669.685374,0.0014289911,0.0009385565,0.0004904346,0,,,,
medium_baseline,,2019,20190916,1281830.038374,-0.0022104102,-0.0009754337,-0.0012349765,0,,,,
medium_baseline,,2019,20190917,1263861.805374,-0.0140176408,-0.0126477133,-0.0013699274,0,,,,
medium_baseline,,2019,20190918,1264621.478374,0.0006010728,-0.0002207893,0.0008218622,0,,,,
medium_baseline,,2019,20190919,1270451.509374,0.0046100996,0.0041008714,0.0005092282,0,,,,
medium_baseline,,2019,20190920,1275408.677374,0.0039018947,0.003847532,5.43627e-05,0,,,,
medium_baseline,,2019,20190923,1272851.267374,-0.002005169,-0.0049715969,0.0029664278,0,,,,
medium_baseline,,2019,20190924,1280335.232374,0.0058796854,0.0017504346,0.0041292507,0,,,,
medium_baseline,,2019,20190925,1271689.515014,-0.0067526982,-0.0070481102,0.000295412,0,,,,
medium_baseline,,2019,20190926,1262502.503014,-0.0072242571,-0.0099926845,0.0027684274,0,,,,
medium_baseline,,2019,20190927,1266923.474014,0.0035017523,0.0024272109,0.0010745414,0,,,,
medium_baseline,,2019,20190930,1265477.269014,-0.0011415094,-0.0018372124,0.000695703,0,,,,
medium_baseline,,2019,20191008,1265027.966014,-0.0003550463,4.4923e-05,-0.0003999693,0,,,,
medium_baseline,,2019,20191009,1265829.656014,0.000633733,0.001704251,-0.001070518,0,,,,
medium_baseline,,2019,20191010,1271258.668014,0.0042888962,0.0065353899,-0.0022464937,0,,,,
medium_baseline,,2019,20191011,1273104.129014,0.0014516802,0.0018522494,-0.0004005692,0,,,,
medium_baseline,,2019,20191014,1277406.546014,0.0033794698,0.006706571,-0.0033271012,0,,,,
medium_baseline,,2019,20191015,1269039.135857,-0.006550311,-0.0055962042,-0.0009541068,0,,,,
medium_baseline,,2019,20191016,1264545.666132,-0.0035408441,-0.0030236639,-0.0005171802,0,,,,
medium_baseline,,2019,20191017,1264455.965799,-7.09348e-05,-0.0003841283,0.0003131935,0,,,,
medium_baseline,,2019,20191018,1259791.763081,-0.0036887032,-0.0043939342,0.000705231,0,,,,
medium_baseline,,2019,20191021,1256992.499438,-0.002222005,-0.0050924148,0.0028704098,0,,,,
medium_baseline,,2019,20191022,1257506.696925,0.0004090697,0.002842808,-0.0024337384,0,,,,
medium_baseline,,2019,20191023,1254325.825121,-0.0025295069,-0.0017358655,-0.0007936414,0,,,,
medium_baseline,,2019,20191024,1250390.051713,-0.00313776,-0.0029127215,-0.0002250385,0,,,,
medium_baseline,,2019,20191025,1257522.787713,0.0057044088,0.0049470225,0.0007573863,0,,,,
medium_baseline,,2019,20191028,1267395.701544,0.0078510814,0.0097318005,-0.0018807191,0,,,,
medium_baseline,,2019,20191029,1265645.307742,-0.0013810949,-0.0036367043,0.0022556094,0,,,,
medium_baseline,,2019,20191030,1257669.264591,-0.0063019577,-0.0095582344,0.0032562767,0,,,,
medium_baseline,,2019,20191031,1253618.619591,-0.0032207553,-0.0055665738,0.0023458185,0,,,,
medium_baseline,,2019,20191101,1258277.315591,0.0037161988,0.003905471,-0.0001892722,0,,,,
medium_baseline,,2019,20191104,1260543.626607,0.001801122,0.0037163032,-0.0019151811,0,,,,
medium_baseline,,2019,20191105,1264398.453607,0.0030580671,0.0033198838,-0.0002618167,0,,,,
medium_baseline,,2019,20191106,1263867.714607,-0.0004197561,-0.0019299644,0.0015102083,0,,,,
medium_baseline,,2019,20191107,1271089.587362,0.0057141049,0.0045082798,0.0012058251,0,,,,
medium_baseline,,2019,20191108,1273252.655362,0.0017017432,-0.0011881763,0.0028899195,0,,,,
medium_baseline,,2019,20191111,1264631.048574,-0.0067713244,-0.0082129698,0.0014416454,0,,,,
medium_baseline,,2019,20191112,1262981.535121,-0.0013043436,-0.0008588178,-0.0004455258,0,,,,
medium_baseline,,2019,20191113,1261158.738861,-0.0014432485,-0.001847323,0.0004040745,0,,,,
medium_baseline,,2019,20191114,1266636.592861,0.0043435087,0.0017398318,0.0026036769,0,,,,
medium_baseline,,2019,20191115,1261433.993861,-0.0041074125,-0.0046638066,0.0005563941,0,,,,
medium_baseline,,2019,20191118,1264694.406861,0.0025846878,0.0023229301,0.0002617577,0,,,,
medium_baseline,,2019,20191119,1275465.056861,0.0085164052,0.0062772029,0.0022392023,0,,,,
medium_baseline,,2019,20191120,1275021.328861,-0.0003478951,-0.0009665541,0.000618659,0,,,,
medium_baseline,,2019,20191121,1271745.687951,-0.0025690871,-0.0038584494,0.0012893622,0,,,,
medium_baseline,,2019,20191122,1269023.513951,-0.0021405019,-0.0061702878,0.004029786,0,,,,
medium_baseline,,2019,20191125,1269739.784951,0.0005644269,-0.0016492473,0.0022136742,0,,,,
medium_baseline,,2019,20191126,1272039.234951,0.0018109616,0.000938839,0.0008721226,0,,,,
medium_baseline,,2019,20191127,1272771.675253,0.0005758001,-0.0005302236,0.0011060237,0,,,,
medium_baseline,,2019,20191128,1270163.178253,-0.0020494619,-0.0030967609,0.0010472991,0,,,,
medium_baseline,,2019,20191129,1268494.735253,-0.0013135659,-0.0008474131,-0.0004661528,0,,,,
medium_baseline,,2019,20191202,1269065.759727,0.0004501591,-0.0007821758,0.0012323349,0,,,,
medium_baseline,,2019,20191203,1270940.008341,0.0014768727,0.0017108568,-0.0002339841,0,,,,
medium_baseline,,2019,20191204,1267871.263588,-0.0024145473,0.0015141171,-0.0039286644,0,,,,
medium_baseline,,2019,20191205,1273786.785213,0.0046657116,0.0049827179,-0.0003170064,0,,,,
medium_baseline,,2019,20191206,1276808.923031,0.0023725618,0.0037218248,-0.001349263,0,,,,
medium_baseline,,2019,20191209,1284489.858223,0.006015728,0.0017698692,0.0042458588,0,,,,
medium_baseline,,2019,20191210,1300315.523388,0.012320584,0.0046626534,0.0076579305,0,,,,
medium_baseline,,2019,20191211,1304948.384978,0.0035628749,0.0031098055,0.0004530694,0,,,,
medium_baseline,,2019,20191212,1301066.429978,-0.0029747958,0.0003732191,-0.003348015,0,,,,
medium_baseline,,2019,20191213,1305360.550807,0.0033004624,0.0052013977,-0.0019009353,0,,,,
medium_baseline,,2019,20191216,1334447.141807,0.0222824192,0.0108753344,0.0114070848,0,,,,
medium_baseline,,2019,20191217,1353843.674807,0.0145352576,0.0012097748,0.0133254828,0,,,,
medium_baseline,,2019,20191218,1364140.753749,0.0076058109,0.0100848716,-0.0024790607,0,,,,
medium_baseline,,2019,20191219,1364900.303375,0.0005567971,-0.0007524596,0.0013092567,0,,,,
medium_baseline,,2019,20191220,1366759.613325,0.0013622313,-0.0014539498,0.0028161812,0,,,,
medium_baseline,,2019,20191223,1344186.288325,-0.0165159438,-0.0076674977,-0.0088484461,0,,,,
medium_baseline,,2019,20191224,1358835.579325,0.0108982595,0.0094316852,0.0014665743,0,,,,
medium_baseline,,2019,20191225,1354887.842325,-0.0029052352,0.0019113711,-0.0048166063,0,,,,
medium_baseline,,2019,20191226,1364102.740325,0.0068012257,0.0062762979,0.0005249277,0,,,,
medium_baseline,,2019,20191227,1358328.367325,-0.0042330924,-0.002586638,-0.0016464544,0,,,,
medium_baseline,,2019,20191230,1365786.106908,0.0054903805,0.0033774216,0.0021129589,0,,,,
medium_baseline,,2019,20191231,1368677.731908,0.0021171873,0.0061913372,-0.0040741499,0,,,,
medium_baseline,,2020,20200102,999700.104489,0.0,0.0129589417,-0.0129589417,0,,,,
medium_baseline,,2020,20200103,1000895.676489,0.0011959307,0.0016283905,-0.0004324598,0,,,,
medium_baseline,,2020,20200106,1016116.294489,0.0152069974,0.0058558934,0.0093511041,0,,,,
medium_baseline,,2020,20200107,1027298.147489,0.0110045012,0.0076054156,0.0033990857,0,,,,
medium_baseline,,2020,20200108,1018601.371489,-0.0084656787,-0.0064919878,-0.0019736909,0,,,,
medium_baseline,,2020,20200109,1028566.540489,0.0097831883,0.0110314789,-0.0012482906,0,,,,
medium_baseline,,2020,20200110,1021237.672489,-0.0071253222,-0.0028862661,-0.0042390561,0,,,,
medium_baseline,,2020,20200113,1024816.729489,0.0035046269,0.0076498981,-0.0041452712,0,,,,
medium_baseline,,2020,20200114,1025297.701489,0.0004693249,0.0031226152,-0.0026532903,0,,,,
medium_baseline,,2020,20200115,1021164.598489,-0.0040311248,-0.0053390024,0.0013078776,0,,,,
medium_baseline,,2020,20200116,1014014.464489,-0.0070019407,-0.0035603091,-0.0034416317,0,,,,
medium_baseline,,2020,20200117,1007505.138489,-0.0064193621,-0.001344808,-0.0050745541,0,,,,
medium_baseline,,2020,20200120,1011687.498489,0.0041512046,0.0118497723,-0.0076985676,0,,,,
medium_baseline,,2020,20200121,1009818.180489,-0.0018477227,-0.0027892141,0.0009414913,0,,,,
medium_baseline,,2020,20200122,1017969.462489,0.0080720294,0.005863556,0.0022084734,0,,,,
medium_baseline,,2020,20200123,999834.208489,-0.0178151258,-0.0201563642,0.0023412385,0,,,,
medium_baseline,,2020,20200203,945372.906489,-0.0544703327,-0.0536645269,-0.0008058058,0,,,,
medium_baseline,,2020,20200204,963325.422489,0.0189898778,0.0306282868,-0.011638409,0,,,,
medium_baseline,,2020,20200205,967721.783489,0.004563734,0.0190266374,-0.0144629034,0,,,,
medium_baseline,,2020,20200206,979109.878489,0.0117679432,0.0144806341,-0.0027126909,0,,,,
medium_baseline,,2020,20200207,989784.232489,0.0109021002,-0.0017855537,0.0126876539,0,,,,
medium_baseline,,2020,20200210,1001522.559489,0.0118594807,0.0052020093,0.0066574714,0,,,,
medium_baseline,,2020,20200211,1005612.535489,0.0040837582,-0.0006925911,0.0047763493,0,,,,
medium_baseline,,2020,20200212,1013148.561489,0.0074939659,0.0153270904,-0.0078331246,0,,,,
medium_baseline,,2020,20200213,1011861.260489,-0.0012705945,-0.0040501859,0.0027795914,0,,,,
medium_baseline,,2020,20200214,1011523.502489,-0.0003337987,0.0007066457,-0.0010404444,0,,,,
medium_baseline,,2020,20200217,1032419.474489,0.0206579204,0.0192734162,0.0013845042,0,,,,
medium_baseline,,2020,20200218,1039971.934489,0.0073153018,0.0093115006,-0.0019961988,0,,,,
medium_baseline,,2020,20200219,1042122.166489,0.0020675866,-2.57037e-05,0.0020932903,0,,,,
medium_baseline,,2020,20200220,1050047.449489,0.0076049462,0.010371758,-0.0027668118,0,,,,
medium_baseline,,2020,20200221,1067433.863489,0.0165577413,0.0102333758,0.0063243655,0,,,,
medium_baseline,,2020,20200224,1081242.518489,0.0129363097,0.010057698,0.0028786116,0,,,,
medium_baseline,,2020,20200225,1076243.935489,-0.0046229989,-0.0009497089,-0.0036732901,0,,,,
