candidate,min_gap_pct,sell_gap_pct,switch_hurdle_pct,max_hold_days,stop_gap_ratio_floor,total_return,excess_return,max_drawdown,win_rate,total_trades,n_days,score
"{""max_hold_days"": 180.0, ""min_gap_pct"": 0.005, ""sell_gap_pct"": 0.0, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.01}",0.005,0.0,0.01,180.0,0.0,0.309867,0.037552,-0.339435,0.4356,1079,1456,-0.047307
"{""max_hold_days"": 180.0, ""min_gap_pct"": 0.005, ""sell_gap_pct"": 0.005, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.01}",0.005,0.005,0.01,180.0,0.0,0.309867,0.037552,-0.339435,0.4356,1079,1456,-0.047307
"{""max_hold_days"": 180.0, ""min_gap_pct"": 0.01, ""sell_gap_pct"": 0.0, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.01}",0.01,0.0,0.01,180.0,0.0,0.309867,0.037552,-0.339435,0.4356,1079,1456,-0.047307
"{""max_hold_days"": 180.0, ""min_gap_pct"": 0.01, ""sell_gap_pct"": 0.005, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.01}",0.01,0.005,0.01,180.0,0.0,0.309867,0.037552,-0.339435,0.4356,1079,1456,-0.047307
"{""max_hold_days"": 180.0, ""min_gap_pct"": 0.03, ""sell_gap_pct"": 0.0, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.01}",0.03,0.0,0.01,180.0,0.0,0.309867,0.037552,-0.339435,0.4356,1079,1456,-0.047307
"{""max_hold_days"": 180.0, ""min_gap_pct"": 0.03, ""sell_gap_pct"": 0.005, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.01}",0.03,0.005,0.01,180.0,0.0,0.309867,0.037552,-0.339435,0.4356,1079,1456,-0.047307
"{""max_hold_days"": 360.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.0}",0.0,0.0,0.0,360.0,0.0,0.24086,-0.031455,-0.329749,0.4267,1160,1456,-0.113892
"{""max_hold_days"": 360.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.005, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.0}",0.0,0.005,0.0,360.0,0.0,0.24086,-0.031455,-0.329749,0.4267,1160,1456,-0.113892
"{""max_hold_days"": 360.0, ""min_gap_pct"": 0.005, ""sell_gap_pct"": 0.0, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.0}",0.005,0.0,0.0,360.0,0.0,0.24086,-0.031455,-0.329749,0.4267,1160,1456,-0.113892
"{""max_hold_days"": 360.0, ""min_gap_pct"": 0.005, ""sell_gap_pct"": 0.005, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.0}",0.005,0.005,0.0,360.0,0.0,0.24086,-0.031455,-0.329749,0.4267,1160,1456,-0.113892
"{""max_hold_days"": 360.0, ""min_gap_pct"": 0.01, ""sell_gap_pct"": 0.0, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.0}",0.01,0.0,0.0,360.0,0.0,0.24086,-0.031455,-0.329749,0.4267,1160,1456,-0.113892
"{""max_hold_days"": 360.0, ""min_gap_pct"": 0.01, ""sell_gap_pct"": 0.005, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.0}",0.01,0.005,0.0,360.0,0.0,0.24086,-0.031455,-0.329749,0.4267,1160,1456,-0.113892
"{""max_hold_days"": 360.0, ""min_gap_pct"": 0.03, ""sell_gap_pct"": 0.0, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.0}",0.03,0.0,0.0,360.0,0.0,0.24086,-0.031455,-0.329749,0.4267,1160,1456,-0.113892
"{""max_hold_days"": 360.0, ""min_gap_pct"": 0.03, ""sell_gap_pct"": 0.005, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.0}",0.03,0.005,0.0,360.0,0.0,0.24086,-0.031455,-0.329749,0.4267,1160,1456,-0.113892
"{""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.03}",0.0,0.0,0.03,180.0,0.0,0.233847,-0.038467,-0.352534,0.4514,895,1456,-0.126601
"{""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.005, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.03}",0.0,0.005,0.03,180.0,0.0,0.233847,-0.038467,-0.352534,0.4514,895,1456,-0.126601
"{""max_hold_days"": 180.0, ""min_gap_pct"": 0.005, ""sell_gap_pct"": 0.0, ""stop_gap_ratio_floor"": 0.0, ""switch_hurdle_pct"": 0.03}",0.005,0.0,0.03,180.0,0.0,0.233847,-0.038467,-0.352534,0.4514,895,1456,-0.126601
