year,cb_code,cb_name,stk_code,rating,remain_size,entry_date,exit_date,entry_month,exit_month,holding_days,entry_price,exit_price,entry_premium,exit_premium,premium_change_pp,entry_underlying_close,exit_underlying_close,underlying_return_pct,trade_pnl_pct,benchmark_pnl_pct,excess_pp,pnl_amount,exit_reason,entry_gap_pct,entry_gap_amount
2020,128063.SZ,未来转债,002631,AA-,,20200102,20200630,202001,202006,180,110.307,108.746,-0.5197609878,-0.4945010156,2.525997,8.2,7.68,-6.341463,-0.014151,0.0502078807,-6.435888,-1179.37,max_holding_days,1.147627,91810.14
2020,127015.SZ,希望转债,000876,AAA,,20200306,20200902,202003,202009,180,150.01,211.6,-0.446149077,-0.4563839069,-1.023483,28.71,41.26,43.712992,0.410573,0.0691637983,34.14092,29142.24,max_holding_days,0.980847,78467.77
2020,123011.SZ,德尔转债,300473,AA-,,20200413,20201012,202004,202010,182,105.029,105.33,-0.2923799236,-0.4202286308,-12.784871,23.57,28.85,22.401358,0.002866,0.1004751923,-9.760919,161.53,max_holding_days,0.687729,55018.29
2020,110063.SH,鹰19转债,600567,AA,,20200427,20200703,202004,202007,67,113.64,110.55,-0.3399128713,-0.3620721311,-2.215926,3.03,3.05,0.660066,-0.027191,-0.0109826007,-1.62084,-1010.32,force_redemption,0.618844,49507.54
2020,128095.SZ,恩捷转债,002812,AA,,20200427,20201026,202004,202010,182,117.73,147.8,-0.2617362336,-0.5098860104,-24.814978,51.03,96.5,89.104448,0.255415,0.0601297258,19.528527,20693.34,max_holding_days,0.678215,54257.2
2020,128074.SZ,游族转债,002174,AA-,,20200515,20201111,202005,202011,180,124.3,117.694,-0.360127421,-0.2864889556,7.363847,19.62,16.66,-15.086646,-0.053146,0.0532197719,-10.636577,-3659.87,max_holding_days,0.864936,69194.85
2020,110047.SH,山鹰转债,600567,AA,,20200519,20201116,202005,202011,181,110.08,114.03,-0.4349226667,-0.4726540541,-3.773139,3.0,3.33,11.0,0.035883,0.0811365589,-4.525356,1032.82,max_holding_days,0.757776,22733.28
2020,113030.SH,东风转债,601515,AA,,20200519,20201116,202005,202011,181,110.71,112.3,-0.4279983333,-0.4357698541,-0.777152,6.0,6.17,2.833333,0.014362,0.0811365589,-6.677456,172.11,max_holding_days,0.502697,15080.91
2020,123035.SZ,利德转债,300296,AA+,,20200519,20201116,202005,202011,181,116.2,123.0,-0.1879312602,-0.2873677069,-9.943645,6.11,7.37,20.621931,0.05852,0.0811365589,-2.261656,1695.52,max_holding_days,0.507006,15210.18
2020,110062.SH,烽火转债,600498,AAA,,20200520,20200525,202005,202005,5,135.17,119.9,-0.0913616895,-0.0656068966,2.575479,33.62,29.0,-13.74182,-0.112969,-0.0214202723,-9.154873,-3284.16,stop_loss_value_gone,0.436312,13089.37
2020,113033.SH,利群转债,601366,AA,,20200520,20201116,202005,202011,180,102.11,107.9,-0.1081301248,-0.1952663623,-8.713624,5.61,6.57,17.112299,0.056704,0.0910376874,-3.433369,876.23,max_holding_days,0.404771,12143.14
2020,128105.SZ,长集转债,002616,AA-,,20200520,20201116,202005,202011,180,120.0,119.735,-0.3219616205,-0.2796872872,4.227433,9.38,8.81,-6.076759,-0.002208,0.0910376874,-9.324569,-81.2,max_holding_days,0.454583,13637.49
2020,110062.SH,烽火转债,600498,AAA,,20200525,20201027,202005,202010,155,119.9,118.98,-0.0656068966,0.120395,18.60019,29.0,24.0,-17.241379,-0.007673,0.152931835,-16.060484,-235.02,switch_value_gap,0.475588,14267.64
2020,113549.SH,白电转债,603861,AA,,20200525,20201028,202005,202010,156,104.64,110.35,0.0136180451,0.0440703794,3.045233,7.98,8.17,2.380952,0.054568,0.1430291565,-8.846116,33.87,switch_value_gap,0.338264,10147.91
2020,113505.SH,杭电转债,603618,AA,,20200525,20201029,202005,202010,157,103.09,104.09,0.0538088889,0.0939511424,4.014225,5.85,5.69,-2.735043,0.0097,0.1459202356,-13.622024,258.85,switch_value_gap,0.375118,11253.55
2020,128087.SZ,孚日转债,002083,AA-,,20200525,20201030,202005,202010,158,98.43,101.21,-0.094202454,-0.05115625,4.30462,4.89,4.8,-1.840491,0.028243,0.1253377894,-9.709479,786.11,switch_value_gap,0.417374,12521.22
2020,128021.SZ,兄弟转债,002562,AA,,20200525,20201105,202005,202011,164,111.0,121.08,-0.0804093567,-0.1203589744,-3.994962,5.13,5.85,14.035088,0.090811,0.108405834,-1.759483,2562.66,switch_value_gap,0.390358,11710.74
2020,123048.SZ,应急转债,300527,AA+,,20200525,20201123,202005,202011,182,109.88,130.902,-0.0742806683,-0.1741124933,-9.983183,8.38,11.19,33.53222,0.191318,0.103348717,8.796928,5425.99,max_holding_days,0.379428,11382.85
2020,128083.SZ,新北转债,002376,AA,,20200525,20201123,202005,202011,182,108.988,107.013,-0.4368084211,-0.3865496815,5.025874,10.45,9.42,-9.856459,-0.018121,0.103348717,-12.146972,-532.39,max_holding_days,0.652871,19586.13
2020,113584.SH,家悦转债,603708,AA,,20200630,20200908,202006,202009,70,139.58,124.69,-0.6373073488,-0.5639256831,7.338167,49.26,36.6,-25.700365,-0.106677,0.0715710582,-17.824806,-8442.67,stop_loss_value_gone,1.583368,126669.43
2020,128108.SZ,蓝帆转债,002382,AA-,,20200630,20200908,202006,202009,70,157.4,135.92,-0.584413816,-0.5728996047,1.151421,30.11,25.3,-15.974759,-0.136468,0.0715710582,-20.803906,-10784.0,stop_loss_value_gone,1.390162,111212.94
2020,127007.SZ,湖广转债,000665,AA+,,20200630,20201112,202006,202011,135,109.55,107.84,-0.2061290631,-0.1759806452,3.014842,5.23,4.96,-5.162524,-0.015609,0.0615078441,-7.711684,-578.72,switch_value_gap,0.513581,41086.44
2020,128037.SZ,岩土转债,002542,AA,,20200630,20201228,202006,202012,181,97.398,93.903,-0.3439958235,-0.2855884718,5.840735,3.4,3.01,-11.470588,-0.035884,0.0348743082,-7.075831,-2870.33,max_holding_days,0.562741,45019.32
2020,128063.SZ,未来转债,002631,AA-,,20200630,20201228,202006,202012,181,108.746,104.559,-0.4945010156,-0.5322360526,-3.773504,7.68,7.98,3.90625,-0.038503,0.0348743082,-7.337731,-3077.72,max_holding_days,1.086763,86941.02
2020,113545.SH,金能转债,603113,AA-,,20200703,20200925,202007,202009,84,126.5,115.05,-0.3230828652,-0.2601848101,6.289806,14.24,11.85,-16.783708,-0.090514,-0.0029004262,-8.761357,-3214.77,stop_loss_switch_value_gap,0.455415,36433.17
2020,113527.SH,维格转债,603518,AA,,20200703,20201103,202007,202011,123,89.68,92.16,0.3569093702,0.51296,15.605063,6.51,6.0,-7.834101,0.027654,0.0246873546,0.296665,2.43,switch_value_gap,0.10511,8408.84
2020,127015.SZ,希望转债,000876,AAA,,20200902,20200908,202009,202009,6,211.6,174.0,-0.4563839069,-0.4588028169,-0.241891,41.26,34.08,-17.401842,-0.177694,-0.0278056943,-14.988831,-3054.97,stop_loss_value_gone,0.880356,70428.5
2020,128125.SZ,华阳转债,002949,AA-,,20200902,20200911,202009,202009,9,140.558,126.5,-0.4177807657,-0.3307591912,8.702157,34.74,27.2,-21.704088,-0.100016,-0.0577987671,-4.221723,-14.14,stop_loss_switch_value_gap,0.758304,60664.36
2020,128117.SZ,道恩转债,002838,AA-,,20200902,20201120,202009,202011,79,118.25,107.502,-0.5576908397,-0.5007016114,5.698923,31.44,25.32,-19.465649,-0.090892,-0.0450486601,-4.584334,-7581.82,stop_loss_value_gone,1.453668,116293.47
2020,113584.SH,家悦转债,603708,AA,,20200908,20201113,202009,202011,66,124.69,111.38,-0.5639256831,-0.4491251932,11.480049,36.6,25.88,-29.289617,-0.106745,0.0014084827,-10.815348,-7667.21,stop_loss_switch_value_gap,1.230877,98470.18
2020,128108.SZ,蓝帆转债,002382,AA-,,20200908,20201225,202009,202012,108,135.92,124.15,-0.5728996047,-0.5505498634,2.234974,25.3,21.96,-13.201581,-0.086595,-0.0317589524,-5.483605,-7049.57,stop_loss_value_gone,1.431108,114488.64
2020,123004.SZ,铁汉转债,300197,AA,,20200911,20201231,202009,202012,111,109.698,99.33,-0.2666763836,-0.2354410095,3.123537,3.65,3.17,-13.150685,-0.094514,0.0123899368,-10.690394,-10.43,end_of_period,0.819062,24571.85
2020,127015.SZ,希望转债,000876,AAA,,20200925,20201120,202009,202011,56,147.75,131.85,-0.4512438683,-0.4643119969,-1.306813,28.54,26.09,-8.584443,-0.107614,0.0316787932,-13.929279,-303.69,stop_loss_switch_value_gap,0.967343,29020.29
2020,128125.SZ,华阳转债,002949,AA-,,20200925,20201216,202009,202012,82,118.081,105.707,-0.3643151553,-0.2356162161,12.869894,26.73,19.9,-25.551814,-0.104792,0.0079817532,-11.277375,-12.44,stop_loss_switch_value_gap,0.742221,22266.63
2020,123064.SZ,万孚转债,300482,AA,,20200925,20201231,202009,202012,97,115.4,123.01,-0.7127253421,-0.7090560475,0.366929,84.76,89.21,5.250118,0.065945,0.0305160231,3.542898,1907.23,end_of_period,1.635566,49066.99
2020,113591.SH,胜达转债,603687,AA-,,20201012,20201106,202010,202011,25,104.8,103.33,-0.2458158109,-0.1424775376,10.333827,12.27,10.64,-13.284434,-0.014027,-0.0037483214,-1.027868,-1.53,switch_value_gap,0.465539,13966.18
2020,123063.SZ,大禹转债,300021,AA-,,20201012,20201218,202010,202012,67,120.948,114.3,-0.2190094241,-0.1990340909,1.997533,5.73,5.28,-7.853403,-0.054966,-0.0238085973,-3.11574,-571.08,switch_value_gap,0.578268,17348.03
2020,123011.SZ,德尔转债,300473,AA-,,20201012,20201231,202010,202012,80,105.33,99.0,-0.4202286308,-0.296590604,12.363803,28.85,22.35,-22.530329,-0.060097,-0.0066287339,-5.346827,-1853.48,end_of_period,0.833482,25004.47
2020,123023.SZ,迪森转债,300335,AA-,,20201012,20201231,202010,202012,80,105.7,100.181,-0.243584375,-0.2061782353,3.740614,6.4,5.78,-9.6875,-0.052214,-0.0066287339,-4.558527,-1612.84,end_of_period,0.583494,17504.83
2020,128132.SZ,交建转债,002941,AA,,20201026,20201225,202010,202012,60,100.02,90.201,-0.2467449233,-0.1553385014,9.140642,13.69,11.01,-19.576333,-0.09817,-0.0540171248,-4.415288,-2133.23,stop_loss_value_gone,0.663071,53045.68
2020,128095.SZ,恩捷转债,002812,AA,,20201026,20201231,202010,202012,66,147.8,220.0,-0.5098860104,-0.5034560587,0.642995,96.5,141.78,46.92228,0.488498,-0.0413982903,52.989629,39144.69,end_of_period,1.052152,84172.16
2020,128121.SZ,宏川转债,002930,AA-,,20201027,20201221,202010,202012,55,121.3,122.757,-0.244487937,-0.2208348971,2.365304,20.31,19.93,-1.871,0.012012,-0.0499689074,6.198091,321.04,switch_value_gap,0.464845,37187.58
2020,127021.SZ,特发转2,000070,AA,,20201028,20201218,202010,202012,51,111.5,108.496,-0.1702588832,-0.1934323732,-2.317349,9.85,9.86,0.101523,-0.026942,-0.0575627467,3.062075,-18.42,switch_value_gap,0.452974,36237.89
2020,128133.SZ,奇正转债,002287,AA,,20201029,20201231,202010,202012,63,116.85,107.1,-0.1214384356,-0.1702124952,-4.877406,26.72,25.93,-2.956587,-0.08344,-0.0433964683,-4.004353,-2415.03,end_of_period,0.432885,34630.83
2020,110058.SH,永鼎转债,600105,AA-,,20201030,20201127,202010,202011,28,124.82,109.42,-0.2498893482,-0.2600937388,-1.020439,6.29,5.59,-11.128776,-0.123378,-0.0285597586,-9.481824,-3620.04,stop_loss_switch_value_gap,0.412782,33022.6
2020,128134.SZ,鸿路转债,002541,AA,,20201103,20201221,202011,202012,48,115.01,116.4,-0.3332270235,-0.3063317073,2.689532,37.93,36.9,-2.715529,0.012086,0.0019752279,1.011077,1.32,switch_value_gap,0.538129,43050.32
2020,128131.SZ,崇达转2,002815,AA,,20201105,20201216,202011,202012,41,114.14,107.053,-0.2882550812,-0.2686827339,1.957235,16.63,15.18,-8.719182,-0.06209,-0.0326458767,-2.944412,-1938.56,switch_value_gap,0.389735,31178.84
2020,128109.SZ,楚江转债,002171,AA,,20201106,20201215,202011,202012,39,127.21,120.92,-0.1849577362,-0.1531482406,3.18095,9.63,8.81,-8.515057,-0.049446,-0.0227848206,-2.666118,-6.36,switch_value_gap,0.370719,29657.55
2020,128074.SZ,游族转债,002174,AA-,,20201111,20201225,202011,202012,44,117.694,104.098,-0.2864889556,-0.2094813534,7.70076,16.66,13.3,-20.168067,-0.11552,-0.0149157943,-10.060421,-7487.07,stop_loss_value_gone,0.510519,40841.48
2020,128128.SZ,齐翔转2,002408,AA,,20201112,20201217,202011,202012,35,112.045,106.699,-0.32773,-0.3429201491,-1.519015,8.95,8.72,-2.569832,-0.047713,-0.0280922308,-1.962077,-1699.25,switch_value_gap,0.375616,30049.27
2020,113605.SH,大参转债,603233,AA,,20201113,20201225,202011,202012,42,140.64,122.7,-0.7540217742,-0.7370172946,1.700448,99.2,80.95,-18.397177,-0.12756,-0.0331207851,-9.443921,-8162.61,stop_loss_value_gone,1.145304,91624.3
2020,110047.SH,山鹰转债,600567,AA,,20201116,20201225,202011,202012,39,114.03,103.73,-0.4726540541,-0.4745256579,-0.18716,3.33,3.04,-8.708709,-0.090327,-0.0297404949,-6.058651,-7110.62,stop_loss_value_gone,0.809969,64797.5
2020,113584.SH,家悦转债,603708,AA,,20201116,20201231,202011,202012,45,109.02,103.45,-0.4521177856,-0.3783286385,7.378915,25.47,21.3,-16.372203,-0.051092,-0.0167978249,-3.429418,-2123.92,end_of_period,0.759859,60788.71
2020,127018.SZ,本钢转债,000761,AAA,,20201120,20201215,202011,202012,25,84.38,81.2,-0.1737791667,-0.1780061538,-0.422699,3.36,3.25,-3.27381,-0.037687,-0.0210558344,-1.663117,-3.23,switch_value_gap,0.30826,9247.81
2020,127015.SZ,希望转债,000876,AAA,,20201120,20201225,202011,202012,35,131.85,115.9,-0.4643119969,-0.4090716691,5.524033,26.09,20.79,-20.314297,-0.120971,-0.0142760226,-10.669498,-3525.35,stop_loss_value_gone,1.009404,30282.13
2020,123035.SZ,利德转债,300296,AA+,,20201120,20201228,202011,202012,38,123.498,113.5,-0.3186867442,-0.2220786517,9.660809,7.74,6.23,-19.509044,-0.080957,-0.0168077184,-6.414928,-1611.06,stop_loss_switch_value_gap,0.681638,20449.13
2020,128117.SZ,道恩转债,002838,AA-,,20201120,20201231,202011,202012,41,107.502,103.7,-0.5007016114,-0.5262191142,-2.55175,25.32,25.74,1.658768,-0.035367,-0.001127066,-3.423993,-1043.65,end_of_period,1.071022,32130.66
2020,123048.SZ,应急转债,300527,AA+,,20201123,20201231,202011,202012,38,130.902,127.509,-0.1741124933,-0.1015832934,7.25292,11.19,10.02,-10.455764,-0.02592,-0.0064869542,-1.943305,-1638.09,end_of_period,0.620719,49657.52
2020,123071.SZ,天能转债,300569,AA-,,20201127,20201231,202011,202012,34,106.51,105.0,-0.598866217,-0.5600375235,3.882869,17.79,15.99,-10.118044,-0.014177,0.0027377745,-1.691477,-377.63,end_of_period,1.05407,84325.59
2020,123076.SZ,强力转债,300429,AA-,,20201221,20201231,202012,202012,10,105.23,100.99,-0.1704400993,-0.0948673253,7.557277,16.11,14.17,-12.04221,-0.040293,0.0007945191,-4.108752,-1183.01,end_of_period,0.540427,16212.8
2020,128083.SZ,新北转债,002376,AA,,20201222,20201231,202012,202012,9,102.39,106.0,-0.3910726872,-0.3923566879,-0.1284,9.08,9.42,3.744493,0.035257,-0.0006844203,3.594142,2522.26,end_of_period,0.492986,39438.85
2020,110047.SH,山鹰转债,600567,AA,,20201225,20201231,202012,202012,6,103.73,106.92,-0.4745256579,-0.4547788079,1.974685,3.04,3.02,-0.657895,0.030753,0.01333939,1.741361,859.87,end_of_period,0.807638,24229.13
2020,113605.SH,大参转债,603233,AA,,20201225,20201231,202012,202012,6,122.7,121.15,-0.7370172946,-0.7317227186,0.529458,80.95,78.35,-3.211859,-0.012632,0.01333939,-2.597139,-378.2,end_of_period,1.062931,31887.94
2020,127015.SZ,希望转债,000876,AAA,,20201225,20201231,202012,202012,6,115.9,120.615,-0.4090716691,-0.4292325893,-2.016092,20.79,22.4,7.744108,0.040682,0.01333939,2.734261,1142.44,end_of_period,0.801906,24057.17
2020,128108.SZ,蓝帆转债,002382,AA-,,20201225,20201231,202012,202012,6,124.15,121.1,-0.5505498634,-0.5435064011,0.704346,21.96,21.09,-3.961749,-0.024567,0.01333939,-3.790639,-718.42,end_of_period,1.221906,36657.19
2020,128132.SZ,交建转债,002941,AA,,20201225,20201231,202012,202012,6,90.201,92.179,-0.1553385014,-0.1360313727,1.930713,11.01,11.0,-0.090827,0.021929,0.01333939,0.858961,609.68,end_of_period,0.499051,14971.53
2020,110070.SH,凌钢转债,600231,AA,,20201228,20201231,202012,202012,3,99.75,100.81,-0.2323925781,-0.2087820717,2.361051,2.56,2.51,-1.953125,0.010627,0.0159487138,-0.532171,285.95,end_of_period,0.480825,14424.76
2020,113016.SH,小康转债,601127,AA-,,20201228,20201231,202012,202012,3,108.81,110.75,0.1253950692,0.1152810304,-1.011404,16.63,17.08,2.705953,0.017829,0.0159487138,0.188029,491.02,end_of_period,0.403452,12103.56
2020,123035.SZ,利德转债,300296,AA+,,20201228,20201231,202012,202012,3,113.5,114.301,-0.2220786517,-0.2326017767,-1.052313,6.23,6.36,2.086677,0.007057,0.0159487138,-0.889171,183.9,end_of_period,0.464044,13921.32
2020,123063.SZ,大禹转债,300021,AA-,,20201228,20201231,202012,202012,3,115.3,115.727,-0.2395543672,-0.2143304587,2.522391,5.61,5.45,-2.85205,0.003703,0.0159487138,-1.224571,88.35,end_of_period,0.425187,12755.61
2020,123085.SZ,万顺转2,300057,AA-,,20201228,20201231,202012,202012,3,91.56,97.22,-0.0825614458,-0.0450240157,3.753743,4.98,5.08,2.008032,0.061817,0.0159487138,4.586829,1742.65,end_of_period,0.513521,15405.62
2020,127018.SZ,本钢转债,000761,AAA,,20201228,20201231,202012,202012,3,77.16,79.5,-0.20669875,-0.182640625,2.405813,3.2,3.2,0.0,0.030327,0.0159487138,1.437829,846.12,end_of_period,0.427813,12834.38
2020,127021.SZ,特发转2,000070,AA,,20201228,20201231,202012,202012,3,104.092,106.001,-0.1751412324,-0.1563655483,1.877568,9.25,9.21,-0.432432,0.01834,0.0159487138,0.239129,282.43,end_of_period,0.402435,12073.04
2020,128037.SZ,岩土转债,002542,AA,,20201228,20201231,202012,202012,3,93.903,97.0,-0.2855884718,-0.2787987013,0.678977,3.01,3.08,2.325581,0.032981,0.0159487138,1.703229,921.04,end_of_period,0.424115,12723.45
2020,128063.SZ,未来转债,002631,AA-,,20201228,20201231,202012,202012,3,104.559,106.636,-0.5322360526,-0.489690992,4.254506,7.98,7.46,-6.516291,0.019864,0.0159487138,0.391529,547.71,end_of_period,1.161845,34855.35
2020,128074.SZ,游族转债,002174,AA-,,20201228,20201231,202012,202012,3,91.245,95.6,-0.2300964912,-0.2662917933,-3.61953,11.97,13.16,9.94152,0.047729,0.0159487138,3.178029,1341.27,end_of_period,0.59888,17966.39
2020,128121.SZ,宏川转债,002930,AA-,,20201228,20201231,202012,202012,3,118.814,121.811,-0.2315965746,-0.2101952076,2.140137,19.56,19.51,-0.255624,0.025224,0.0159487138,0.927529,701.96,end_of_period,0.459508,13785.24
2020,128125.SZ,华阳转债,002949,AA-,,20201228,20201231,202012,202012,3,97.0,103.864,-0.2519667738,-0.2028784213,4.908835,18.66,18.75,0.482315,0.070763,0.0159487138,5.481429,2000.3,end_of_period,0.431476,12944.27
