name,description,period,start,end,haircut_config_json,params_json,total_return,excess_return,max_drawdown,win_rate,total_trades,n_days,score
ratio_1p5_or_mny_1p6_weight_0p5,期权型低估且价格/债底 > 1.5 或正股/转股价 > 1.6 时，期权价值乘以 0.5,2022,20220101,20221231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u6216\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.5"", ""mode"": ""ratio_or_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p5_or_mny_1p6_weight_0p5"", ""option_weight"": 0.5, ""ratio_threshold"": 1.5}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.075484,0.086537,-0.113042,0.4531,256,242,0.058277
ratio_1p5_or_mny_1p6_weight_0p5,期权型低估且价格/债底 > 1.5 或正股/转股价 > 1.6 时，期权价值乘以 0.5,2023,20230101,20231231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u6216\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.5"", ""mode"": ""ratio_or_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p5_or_mny_1p6_weight_0p5"", ""option_weight"": 0.5, ""ratio_threshold"": 1.5}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.042644,-0.015024,-0.107764,0.4737,285,242,-0.041965
ratio_1p5_or_mny_1p6_weight_0p5,期权型低估且价格/债底 > 1.5 或正股/转股价 > 1.6 时，期权价值乘以 0.5,2024,20240101,20241231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u6216\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.5"", ""mode"": ""ratio_or_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p5_or_mny_1p6_weight_0p5"", ""option_weight"": 0.5, ""ratio_threshold"": 1.5}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.012594,-0.008236,-0.16638,0.4398,241,242,-0.049831
ratio_1p5_or_mny_1p6_weight_0p25,期权型低估且价格/债底 > 1.5 或正股/转股价 > 1.6 时，期权价值乘以 0.25,2019,20190101,20191231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u6216\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.25"", ""mode"": ""ratio_or_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p5_or_mny_1p6_weight_0p25"", ""option_weight"": 0.25, ""ratio_threshold"": 1.5}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.320021,0.112655,-0.105669,0.6687,163,244,0.086238
ratio_1p5_or_mny_1p6_weight_0p25,期权型低估且价格/债底 > 1.5 或正股/转股价 > 1.6 时，期权价值乘以 0.25,2020,20200101,20201231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u6216\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.25"", ""mode"": ""ratio_or_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p5_or_mny_1p6_weight_0p25"", ""option_weight"": 0.25, ""ratio_threshold"": 1.5}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.132064,0.027897,-0.08339,0.4812,133,243,0.00705
ratio_1p5_or_mny_1p6_weight_0p25,期权型低估且价格/债底 > 1.5 或正股/转股价 > 1.6 时，期权价值乘以 0.25,2021,20210101,20211231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u6216\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.25"", ""mode"": ""ratio_or_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p5_or_mny_1p6_weight_0p25"", ""option_weight"": 0.25, ""ratio_threshold"": 1.5}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.213959,0.092261,-0.118123,0.6892,251,243,0.06273
ratio_1p5_or_mny_1p6_weight_0p25,期权型低估且价格/债底 > 1.5 或正股/转股价 > 1.6 时，期权价值乘以 0.25,2022,20220101,20221231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u6216\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.25"", ""mode"": ""ratio_or_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p5_or_mny_1p6_weight_0p25"", ""option_weight"": 0.25, ""ratio_threshold"": 1.5}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.080579,0.081442,-0.111775,0.4861,288,242,0.053498
ratio_1p5_or_mny_1p6_weight_0p25,期权型低估且价格/债底 > 1.5 或正股/转股价 > 1.6 时，期权价值乘以 0.25,2023,20230101,20231231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u6216\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.25"", ""mode"": ""ratio_or_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p5_or_mny_1p6_weight_0p25"", ""option_weight"": 0.25, ""ratio_threshold"": 1.5}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.022241,0.005379,-0.08581,0.49,349,242,-0.016073
ratio_1p5_or_mny_1p6_weight_0p25,期权型低估且价格/债底 > 1.5 或正股/转股价 > 1.6 时，期权价值乘以 0.25,2024,20240101,20241231,"{""description"": ""\u671f\u6743\u578b\u4f4e\u4f30\u4e14\u4ef7\u683c/\u503a\u5e95 > 1.5 \u6216\u6b63\u80a1/\u8f6c\u80a1\u4ef7 > 1.6 \u65f6\uff0c\u671f\u6743\u4ef7\u503c\u4e58\u4ee5 0.25"", ""mode"": ""ratio_or_moneyness"", ""moneyness_threshold"": 1.6, ""name"": ""ratio_1p5_or_mny_1p6_weight_0p25"", ""option_weight"": 0.25, ""ratio_threshold"": 1.5}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.023626,0.027985,-0.167919,0.438,258,242,-0.013995
progressive_stocklike_haircut,越像股票、越远离债底，期权价值折减越强,2019,20190101,20191231,"{""description"": ""\u8d8a\u50cf\u80a1\u7968\u3001\u8d8a\u8fdc\u79bb\u503a\u5e95\uff0c\u671f\u6743\u4ef7\u503c\u6298\u51cf\u8d8a\u5f3a"", ""mode"": ""progressive"", ""name"": ""progressive_stocklike_haircut""}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.253205,0.045839,-0.136596,0.5944,180,244,0.01169
progressive_stocklike_haircut,越像股票、越远离债底，期权价值折减越强,2020,20200101,20201231,"{""description"": ""\u8d8a\u50cf\u80a1\u7968\u3001\u8d8a\u8fdc\u79bb\u503a\u5e95\uff0c\u671f\u6743\u4ef7\u503c\u6298\u51cf\u8d8a\u5f3a"", ""mode"": ""progressive"", ""name"": ""progressive_stocklike_haircut""}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.05162,-0.052547,-0.088823,0.481,79,243,-0.074753
progressive_stocklike_haircut,越像股票、越远离债底，期权价值折减越强,2021,20210101,20211231,"{""description"": ""\u8d8a\u50cf\u80a1\u7968\u3001\u8d8a\u8fdc\u79bb\u503a\u5e95\uff0c\u671f\u6743\u4ef7\u503c\u6298\u51cf\u8d8a\u5f3a"", ""mode"": ""progressive"", ""name"": ""progressive_stocklike_haircut""}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.153729,0.03203,-0.120394,0.6459,209,243,0.001932
progressive_stocklike_haircut,越像股票、越远离债底，期权价值折减越强,2022,20220101,20221231,"{""description"": ""\u8d8a\u50cf\u80a1\u7968\u3001\u8d8a\u8fdc\u79bb\u503a\u5e95\uff0c\u671f\u6743\u4ef7\u503c\u6298\u51cf\u8d8a\u5f3a"", ""mode"": ""progressive"", ""name"": ""progressive_stocklike_haircut""}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.007165,0.169186,-0.086349,0.5539,269,242,0.147599
progressive_stocklike_haircut,越像股票、越远离债底，期权价值折减越强,2023,20230101,20231231,"{""description"": ""\u8d8a\u50cf\u80a1\u7968\u3001\u8d8a\u8fdc\u79bb\u503a\u5e95\uff0c\u671f\u6743\u4ef7\u503c\u6298\u51cf\u8d8a\u5f3a"", ""mode"": ""progressive"", ""name"": ""progressive_stocklike_haircut""}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.019573,0.008046,-0.0827,0.4981,259,242,-0.012629
progressive_stocklike_haircut,越像股票、越远离债底，期权价值折减越强,2024,20240101,20241231,"{""description"": ""\u8d8a\u50cf\u80a1\u7968\u3001\u8d8a\u8fdc\u79bb\u503a\u5e95\uff0c\u671f\u6743\u4ef7\u503c\u6298\u51cf\u8d8a\u5f3a"", ""mode"": ""progressive"", ""name"": ""progressive_stocklike_haircut""}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.020073,0.024431,-0.168647,0.4719,267,242,-0.017731
