bond_id,name,board_announce_date,meeting_date,effective_date,before_price,after_price,down_floor_price,ratio,is_deep,year,change_reason
123088,威唐转债,,2024-10-31,2024-11-01,20.25,15.0,13.04,0.7407407407407407,True,2024.0,
123093,金陵转债,,2024-12-17,2024-12-18,48.82,20.0,15.88,0.40966816878328555,True,2024.0,
123096,思创转债,,2024-07-15,2024-07-16,3.57,2.38,2.372,0.6666666666666666,True,2024.0,
123096,思创转债,,2024-02-27,2024-02-28,4.5,3.58,3.571,0.7955555555555556,False,2024.0,
123096,思创转债,,2023-07-20,2023-07-21,8.28,4.5,4.461,0.5434782608695653,True,2023.0,
123099,普利转退,,2025-05-22,,,,,,False,2025.0,
123099,普利转债,,2025-03-10,2025-03-11,4.89,3.0,3.0,0.6134969325153374,True,2025.0,
123099,普利转债,,2025-01-22,2025-01-23,11.22,4.89,4.89,0.43582887700534756,True,2025.0,
123099,普利转债,,2024-11-19,2024-11-20,19.76,11.22,11.22,0.5678137651821862,True,2024.0,
123099,普利转债,,2023-06-02,2023-06-05,27.1,19.85,19.84,0.7324723247232472,True,2023.0,
123099,普利转债,,2022-12-26,2022-12-27,45.87,27.1,27.09,0.590800087202965,True,2022.0,
123100,朗科转债,,2024-10-30,2024-10-31,11.49,9.88,9.88,0.8598781549173194,False,2024.0,
123101,拓斯转债,,2024-06-17,2024-06-18,26.12,12.8,12.57,0.4900459418070444,True,2024.0,
123103,震安转债,,2024-08-05,2024-08-06,47.39,8.52,8.512,0.179784764718295,True,2024.0,
123104,卫宁转债,,2026-03-27,2026-03-30,17.31,9.43,9.42,0.5447718082033507,True,2026.0,
123106,正丹转债,,2024-04-25,,,,,,False,2024.0,
123117,健帆转债,,2024-01-15,2024-01-16,61.72,40.0,21.67,0.6480881399870383,True,2024.0,
123117,健帆转债,,2023-04-21,2023-04-24,89.51,62.38,31.19,0.6969053737012624,True,2023.0,
123119,康泰转2,,2025-03-26,2025-03-27,19.81,15.82,15.813,0.7985865724381626,False,2025.0,
123119,康泰转2,,2024-05-31,2024-06-03,24.4,20.01,20.006,0.8200819672131149,False,2024.0,
123119,康泰转2,,2024-01-31,2024-02-01,33.48,24.4,24.393,0.7287933094384708,True,2024.0,
